Verse Index{hide},Pranab Gita Translation,Pranab Gita Commentary
26,"The wise persons do not bring about discernment by intellect in the ignorant people who are attached to acts [for pleasures]. They [the wise] become unified (themselves), take up all kinds of actions and engage (them in acts).","— Begin Footnote. — This is the usual translation of this sloka [3:26] [meaning: the Bengali translation above]. But  - in this sloka – by what type of performance of karma [spiritual act] the sadhak will be able to have discernment of intellect – because this teaching is there [in this sloka], what happens when one is attached to actions [for the attainment of pleasure] and what happens if one is unified (unattached) – only this has been shown [in the commentary section]. How the sadhak is supposed to move forward him/herself – the teaching of that is what is necessary. How the sadhak is supposed to affect the others – that teaching is not necessary. Thus, by keeping the subject matter pertaining to Kriya, this kind of explanation to the meaning of this sloka is presented here: that discernment by intellect does not come about for the ignorant who are attached to the karmas [rites and acts for the attainment of pleasure]. For this reason, the wise should become unified (unattached) and, engage in all karmas in a disciplined way. — End Footnote. — If one is able to attain attentiveness exactly in the center of Kutastha (in the middle), a hole will be seen. That is called the “bhramari guha.” The mouth of that “guha” [cave] is luminous and dark, but it is surrounded on all sides by radiant rays of light, and it [the cave] is protected by the two Mahashaktis [great powers] of “veiling” and “throwing out.” If sight is placed there, one gets thrown out. Otherwise, it [sight] gets covered up, like a curtain covering something up. Brahmacharya [celibacy; or: self-control], sattvic diet, sattvic behavior, the abandoning of cravings to enjoy worldly life, steady and patient persevering, and prana-Kriya – through the practice of these, peaceful energy grows in the body, and then the seeing power that pierces through the space in the middle of the eyebrows [internally] is born. That [sight] is never again covered up or thrown out by those powers of veiling and throwing out. Then, if one looks into the mouth of the cave, the mouth of the cave expands open and one is able to see within [that mouth]. One gets to know the matters of spirituality. That is why there is the scriptural saying: “dharmasya tattvaṃ nihitaṃ guhAyaṃ” [the knowledge of spirituality is hidden in the cave]. Now, cutting through the [dual powers of] veiling and throwing out is that which is known as the “discernment by intellect.” — Begin Footnote. — “Buddhiyukta” [union by intellect] as written in Chapter 2, sloka 50, and “buddhibheda” [discernment by intellect [stated in this sloka 3:26]] are operatively the same thing! — End Footnote. — This is because upon going above the level of the intellect, when the intellect becomes still, that [experience] happens. This discernment by intellect does not happen for the ignorant or those who are attached to karmas [rites and acts for gaining pleasures]. This is because: for one, the person is ignorant, and then on top of that there is attachment, both of which cause such a great attraction to the worldly experience that one cannot even get near that cave; far be it to talk about overcoming the rejection [throwing out]. For this reason, the wise become unified – meaning: abandon attachments, and keep steady attention on Kutastha, and thereupon taking up all karmas, become engaged [in spiritual practice]. When that happens, discernment by intellect will take place. Earth, water, fire, air, ether – these are the things that are known as “all.” In exhalation and inhalation, the individual “thokkar[s]” [strikes] of prana that one has to make in all of them [in the elements] – those are the individual karmas [rites]. That karma has to be done by being in the brahmanadi; one should not go into contact with the chakras. It is by [doing] this that the “taking up” of all [karmas] takes place. When, via the offering of prana, the powers of each chakra awaken, and beautiful Light appears within, then one has to take the prana-Kriya from each chakra, make them as one, establish it in the center – the middle of the eyebrows,*26 and apply Shambhavi. This is that which is referred to as the “taking up of all karmas in a disciplined way and becoming engaged.” Taking the prana-Karma up above in this way and being stationed in the Agya, the mind and prana become one. Thus, the mind does not come down any more. It stays locked with its attention on Kutastha. Then the inner sky becomes filled with thousand-fold Light — Begin Footnote. — That also happens in Yoni-mudra, but that does not last. However, it is first through the practice of Yoni-mudra that the vision of that path comes to be experienced. — End Footnote. —; one sees the bhramari [guha], [which was previously] covering its beauty. Its dual powers of veiling and throwing out automatically become powerless. And it is through the destruction of that veiling and throwing out that the knowledge of spiritual matters become directly known."
27,All actions are taking place via the gunas [operating qualities] of Prakriti. But those whose hearts are deluded by ego – these types of people think “I am the doer.”,"In the body, each particular vritti [functionality] has a particular instrument/mechanism dedicated to it. Just as eyes, ears, nose and such are instruments dedicated to the outer vrittis, in the same way the brain is the instrument dedicated to the inner vrittis. Amongst the inner vrittis, there are one hundred types of mental vrittis, and six types of intellectual vrittis. Some of these vrittis are called: attraction, repulsion, aggression; envy, disdain, trepidation; lust, anger, greed; delusion, pride, jealousy; delight, shame, fear; boastfulness, arrogance, vanity; mercy, being enamored, affection; worry, grief, anguish; serenity, determination, discipline; forgiveness, endurance, sense control; giving, meditation, chanting; memory, intelligence, steadfastness; satisfaction, nourishment, contentment; discrimination, detachment, knowledge; pleasure, pain; desire, hope; craving, indulgence; ego, honesty; humility, friendliness, seriousness, magnanimity; courage, boldness; tenderness, devotion etc. The “mastishka” [brain] or “magaj” [brain], is a wondrous thing. It is such a creation by the Creator that although it is made of one basic material, because of its form, size, and the differences in proportions of the sections, as well as the greater or lesser amounts of folds and coils, it is the center, or instrument, that carries out the activities of diverse vrittis. It is because of the differences in the formation of the brain that a person is either good or bad. The more the instruments/tools are that one has in one's brain, the more are the types of activities that one can perform. And again, the level of quality in the formations of each of the instruments/tools leads to the acuteness or weakness in their powers. It is through those instruments that the thing called “I” - or the Self – carries out the activities. Thus, if there are no instruments, the Self cannot carry out the works. Just as: if the eyes, ears etc. become disabled, or if they are not there, one cannot see or hear – in the same way, if parts of any nerves in the brain have any aberrations, or if they are absent, the activities of the vrittis associated with those nerves also do not get carried out. Actually, all of the activities that there are – they all get done through the instruments of the body or the gunas of Prakriti. The Self does not do them. However, it is because of the Self's presence that all of these are able to work. And more: whichever guna takes predominance at whichever time – all of the sense-organs also carry out their activities under the power of that guna. At that time, there is no way the activities of the other gunas can take place. Everyone, sadhak or non-sadhak, knows that if grief and sorrow comes to the mind, at that time, no work, or things that are dutiful or undutiful, can be accomplished. The body and mind become unable to work. When, with the help of enthusiasm, valorous and heroic feelings come about – at that time words of grief and sorrow, or the differences between dutiful and undutiful, find absolutely no place in the mind. The warriors state at the time of war is just like this. Then again, when the mind becomes absorbed in spiritual thoughts – at that time the earthly grief, sorrow, being enamored, affection, the hope of betterment and efforts etc. are seen to be extremely petty. To sum it up: as long as the mind is absorbed in a particular way of thinking/feeling, no effort can turn the mind to another direction for that time. And again, it can been seen that many times the capabilities and efforts of the body are not enough to fulfill a desire of the mind, and the results that come about by doing the necessary work [in order to fulfill said desire] are not satisfactory to the mind. From this it can be understood quite well that Prakriti is truly the predominant one in the matters of activities. The “I” has no primacy [in this]. Still, the prevalence of the ego is such that the sense “I am the doer” automatically rises up in the mind."
28,"O Mahabaho [mighty armed one; Arjuna]! The separation between the gunas and the Self, and the separation between actions and the Self – the one who knows the truth of these two – that person knows that all of the sense-organs are being engaged in the worldly experience (I am not being engaged), and thus does not have the vanity of doership.","When the sadhana of the Kriya of the Self excels, the gunas, acts and the Self and all of these – the truth of their separateness and how actions take place come to be known experientially. And through discernment of intellect, the pure “I” aspect blossoms forth. Then, all of the activities get carried out automatically because of sense-organs connecting with the worldly experience. The sense “I am doing” does not come at all."
29,"Those persons who, taken over by the vanity of the body and feeling the vanity of doership of the activities of sound and touch and such, They are “akritsnavit” [persons with incomplete knowledge] and are “manda” [not good]. The “kritsnavit” [one with complete knowledge] (knower of everything) does not disturb them.","The one who knows “kritsna” (the universe) – he/she is “kritsnavit” - God (Kutastha Chaitanya); and the “akritsnavit” [one who does not know the whole] is jiva. — Begin Footnote. — The one who has forgotten his/her Self because of being under the power of ignorance, the one who is the ruler of this body, the one who is the holder of all of the pranas, the one who, even after having being known by the name “consciousness,” is still one of little knowledge – that person is “jiva.” — End Footnote. — The jiva who is “manda” [not good] – meaning: lazy, lethargic – if that person, on top of that becomes engaged in the enjoyments of the world through sound, touch and such – if that happens, then the Lord does not disturb that person – meaning: “mṛtyusaṃsArasAgarat samuddhartA” [the Savior from all of the ocean of samsara-death] – God – Kutastha Purush – does not guide that person. He does not dispel the inner darkness of that person by the Revelation of the Light of Consciousness, and does not show that person the path. That person goes about according to his/her own will and goes on spinning round and round in the worldly experience. — Begin Footnote. — For as long as there is the sense of doership and there is no surrender of oneself to the Lord, the Lord does not take on the responsibility [for the soul] for that long. As soon as surrender takes place, He immediately takes on the responsibility. When her garment was being ripped off, for as long as Draupadi was holding on to her garment and calling Sri Krishna for help, Sri Krishna did not go to help during that time. As soon as she let go of her garment, threw up her arms and completely surrendered to Sri Krishna, He immediately appeared within her and became the garment itself and saved her. [The full account is written in the Mahabharata.] — End Footnote. —"
30,"Surrender all karma [actions and their fruits] to Me and, keeping the mind on the Self, being free of hope/wishfulness and free of affection/attachment, abandon all grief and fight the war.","When the chitta [heart] thinks of nothing else but the One Self, that is when it becomes the spiritual heart. By mentally reciting the Atma-mantra in the “ayata utterance,  — Begin Footnote. — The time that it takes to count “one, two, three, four, five” - if the recitation [of the mantra] is uttered for that long, then the recitation is being done in the “ayata utterance.” — End Footnote. — and keeping the [inner] ear focused in a one-pointed way to that mentally uttered sound and then surrendering, the contemplation of the Self happens. Then there is absolutely no place in the mind for any worldly experience. Explaining in detail the matters of the True Form of the Self, Sankhyayoga, Veda, Knowledge and the establishment in Brahman to the disciple who, due to being overcome by affectionate attachment, is beset by despondency on the battlefield of sadhana, Srigurudev, after first showing the disciple the need for performing karma [spiritual acts], in order to firmly plant the methods of performing that karma, has brought together all of the methods in just a single sloka. The methods are these: (1)     “Mayi sarvANi karmANi saṃnyasya”: karma [spiritual act] has to be offered to “Me.” “O Savior! Here I am endeavoring to perform Kriya. But how to move prana, and how to recite the mantra – I do not understand the mystery of any of this at all. I do not know anything about it either. Please, have mercy on me, and do whatever needs to be done.” Casting off all vanity of mind in this way, and keeping no sense of doership and taking recourse in the natural flow of prana, and, according to the way one has learned the teachings of guru, offering prana in the path of sushumna in that way – if that happens, then the “surrendering of karma to 'Me'” happens. (2)     “AdhyAtma chetasya” [spiritual consciousness/heart]: keeping mind/heart on the Self. Its method has been already stated previously. Leaving the worldly experience and putting mind in the Self is called “asanga shastra” [unencumbered munition]. (3)     “NirAsheeh” [without hope/wishfulness]: People ordinarily attempt to get rid of the exhaustion of the day through sleep at night. Just like the way they stop all thinking and get ready to sleep, when willful thoughts remain in the mind – the mind does not even hold such thoughts – exactly like that, if one stops the thoughts of worldly experience at the start of Kriya, and then engages in Kriya – that is being “nirashi.” (4)     “Nirmamah” [not mine-ness]: There is nothing called “mine.” I am “I”. When there is this type of steady knowing, the state of “nirmama” [not mine-ness] comes about. (5)     “Vigatajvarah” [free of fever/affliction]: During the time of Kriya: “I just can't do it any more; now let me rest a bit,” “let me do a little bit of such and such thing or work; I'll just do Kriya later” - etc.- getting rid of this type of laziness and weakness – meaning: the way of situating oneself where there is no taking in of any kind of distress into the antahkarana [inner operators of personal consciousness] – that is called “vigatajvarah” [being free of afflictions]. Being situated in that way – meaning: being armored with those types of weaponry and munitions, one has to join in the battle of sadhana (one has to endeavor into it)."
31,"All of those people, upon being “shraddhavan” [reverent] and “asuavihin” [free of spitefulness], who always practice this teaching of Mine – they are the ones who become free from all karma.","Having faith in the Vedanta spoken by guru, and being engaged in the undisturbed practice of that [teaching] – that is called “shraddha” [reverence]. And not seeing fault in others' qualities is called being “asuavihin” [free of spite or ill thoughts towards others]. Those who do not find any fault with Kriya taught by guru – meaning: not thinking like this: “what is this work that gurudev is making me do; this is nothing” - but instead, having unwavering faith in guru's teaching, engage in the practice of Kriya, and practice Kriya according to the instructions regularly and every day, and do not alter the time of Kriya practice – or not do Kriya, because of some work or because of laziness – they are the ones, verily, who get freedom from the bondage of karma. Others do not get it. (See the next sloka [3:32].) "
32,"But those who, being “asuyayukta” [spiteful], do not practice this teaching of Mine – know those ones to be without discrimination, ignorant of all knowledge and ruined (bound for destruction).","Those who are not [the following:] reverent, free of spite and regular practitioners – qualities mentioned in the previous sloka [3:32] – meaning: those who do not practice Kriya according to instructions daily, those who find fault in others' qualities, praise themselves, and do not have any enthusiasm to practice guru's teachings – they are “achetasah” [unconscious; ignorant] – devoid of discrimination – meaning: they cannot have the knowledge of all things. Thus – far be it to talk about Liberation – they are “sarvagyanavimooDhah” [ignorant of all knowledge] – meaning: sound, touch, sight, taste, smell – they, being completely ignorant of the knowledge of all of these things (completely without Self-knowledge [alternate translation: lost in unconsciousness]), are ruined – meaning: falling in the cycles of samsara, they go round and round like unconscious beings. Know this. (Therefore: dear sadhak! Please engage yourself in the practice of the Kriya of the Self with full alertness and care.) "
33,Even “gyanavan[s]” act according to their own “prakriti” [nature; phenomenal nature]. All beings go according to their “prakriti.” What will force accomplish?,"“SattvarajastamasAṃ sAmyAvasthA prakṛtih” - sattva, rajah, tama – the unified state of these three gunas is called “prakriti” [nature; phenomenal nature – common noun]. When this unified state breaks, Prakriti [as the Primal Force – proper noun] becomes divided into “para” and “apara” - these two sections, and becomes active. “Apara” comprises of: earth, water, fire, air, ether, mind, intellect, ego – these eight  types. “Para” is: the Goddess – in the form of Life in the living beings – Who is the foundation and operator of creation. She also has been referred to as Akshara Purush [the Indestructible Being] in some places. All of these are mechanisms; they become active because of the connection with Spirit. It is upon being endowed with these that the jiva exists as “mamaivaṃshah” [My [the Lord's] eternal parts]. When this jiva becomes determined to become complete, then he/she takes up the character of being “gyanavan” [knowledgeable] and makes effort according to his/her own nature – meaning: in the way that activity-producing Prakriti continuously tries to keep the jiva in Her dominion, the “gyanavan” [spiritually directed person] tries to bring Prakriti under control in just the same way – meaning: “yato yato nishcarati      manashchanchalasthiram; tatostato niyamaitatAtmanyeva vashaṃ nayet” [whenever and wherever the restless and unsteady mind wanders, one should take it from there and at that very time and bring it to be disciplined in the Self [or: bring it back regularly to be under the control of the Self]]; the sadhak remains engaged in the Kriya of the Self according to this dictum. What happens due to that kind of effort is this: all of the “bhoota[s]” go to Prakriti – meaning: all of the sense-organs attain a state of unity and equilibrium. This happens automatically. One does not have to force it (and forcing it does not make it happen either). When the jiva becomes locked in Supreme Shiva, consciousness also draws and gathers itself into that Place; it does not stay in the body. Thus, all of the sense-organs become non-active."
34,"Within the essential aspects of sound, touch and such [the senses], there is attraction (affection) and repulsion in each of the senses. Do not fall under the powers of those attractions and repulsions. This is because attraction and repulsion are obstructors or obstacles for the spiritual aspirant.","In the early stages, Kriya does not always happen with the same kind of ease [all the time]. Even if it happens some days, the “shravana” [hearing], “manana” [contemplating], “kirtan” [praise], “darshan” [witnessing revelations] and such do not happen at all. And some days, one of them happens, and another does not happen. When this kind of thing takes place, attraction and repulsion come into being – meaning: if Kriya goes well, then there is affection towards Kriya; and if Kriya does not go well, then there is disdain towards Kriya. But if one falls in this kind of way to the powers of attraction and repulsion, Prakriti cannot be brought under control. And if that does not happen [if Prakriti is not brought under control], Liberation also does not happen. Instead of being pleased or displeased with ease or unease [respectively], the positive feeling of goodness about oneself that comes about from doing one's duty – if one just holds on to that and relies on Srigurudev, never will the Prakritic restlessness or the effects of vata, pitta, kapha [humors of the body] or any other obstacles be able to obstruct."
35,It is better to be in one's own dharma [way of being] without any qualities than to be properly established in another's dharma [way of being]. It is best to die in one's own dharma. The dharma of another is frightful.,"The thing in the body that is called “I” - that is “sva” [one's own]; and that which is called “mine”  - that is “par” [others']. “I” means the Self. Thus, it is the Self that is “sva.” “Mine” means the tri-guna filled twenty-four elements. Thus, all of those are “par.” What is the Self like? Like - “sacchidAnandasvaroopah” [Existence/Truth, Consciousness and Bliss Itself] – that which remains in the same state [or: the same] in all three divisions of time – that is why It is “Sat” [Existence/Truth]; and “Chit” - Consciousness Itself – and “Ananda” [Bliss] – Happiness Itself. How are the twenty-four [elements]? Like - “asanmayah,” “tAmasah,” “nityaṃ vikAravAn” - meaning: untrue, limited, ignorance-filled and always changing. As each one [of the elements] is, each one's dharma is of that particular state. Thus, “svadharma” [one's own dharma] means the Eternal, Aware and Blissful State. “Paradharma” [the dharma of others] means that changing and ignorant state. Because of non-activity in the unified state of the three gunas, the dharma of the Self is without any qualities. And when the three gunas are agitated [into action], because of all activities being carried out [due to that agitation], [it is referred to as] “being properly established in the others' dharma.” Unified equilibrium is freedom from samsara; agitation is bondage to samsara. This is the meaning of: “it is best to be in one's own dharma without any qualities than to be well established in another's dharma.” (If one is not able to stay in the Endless State devoid of the three gunas, it is better to just endure the struggle of the sadhana-practice to attain the State devoid of the three gunas. So it follows that it is not good to throw oneself in Prakritic dharma and think that ignorance is bliss.) If one has a body, then the casting-off of that body, or death, is inevitable. If one dies when one is in the dharma of the Self, then one attains the State of Sacchitananda [Existence/Truth, Consciousness, Bliss]. That is why it is called “best” [to die in that dharma]. And if death happens when one is in “paradharma” [dharma of everything other than the Self], then one loses one's aim, falls into the torrential current of birth and death in the darkness of ignorance in samsara, and has to go around and about [in that]. That is why it is “frightful.”"
36,"“O Varshneya [Sri Krishna]! How is it that, even when one is without desire, one becomes involved in sinful ways as if being forced to do so, and by what or whom does one become thusly engaged?”","The Kriyavan sadhak has understood quite well that: by performing Kriya according to the teachings in slokas 30 and 33 [of this Chapter 3], the sense of stillness comes about; it is then possible to forget the world/creation; one attains the way to the Self. But during the performance of Kriya, the sadhak sees that: Kriya is going on; it is going on well; the attention on Kutastha is quite well established; there is not even a little bit of desire to leave that and look elsewhere; but even when there is no desire, it seems that, against one's will, someone/some power pulls the helpless mind to other directions, destroys its focus and puts it in all kinds of restlessness. Thus, through self-enquiry, the sadhak is searching to find out – why does this happen? What is the cause? (See Chapter 10, sloka 37 for the meaning of the word “Varshneya.”) "
37,"The Lord said, “This rises from the rajoguna – the intense desire, impossible to fulfill. This is anger. Know this to be the “vairee” [evil] (enemy) here (in the path of Liberation).","The sadhak is knowing through self-search: desire is verily the reason for this [see sloka 3:36 above for the query]. Just as desire is the wish to have something, similarly the wish to not have anything or get rid of anything is also desire. This desire comes forth from the rajoguna, which is spread out from the Agya to the Muladhar. Craving is the cause itself – the activity of rajas. — Begin Footnote. — The activity of sattva – contentment; the activity of tamas – settledness. — End Footnote. — While doing pranayam, for as long as the mind does not enter the Agya through the brahmanadi, for that long does that craving, or the attraction to worldly experiences remain. It tries to pull the mind away; it eventually does take the helpless mind. If that pull happens according to the wish, then the desire transforms into joy. And if that happens against the wish, then disdain/hate shows up. Actually, joy and hate are two types of the limited results of desire. Both of these results are operatively the same. Both bind the mind in the worldly experience. But because the destructive power of hate is greater [than joy], the emphasis has been put on that [aspect], and desire has been called “anger” [in this sloka]. This desire deludes the mind, making the mind lose self-awareness and lose its way, as well as stopping the mind's upward movement. That is why desire is “vairee” [evil]. And again, even if one stays for an endless amount of time in enjoyments and indulgence, desire is never fulfilled. That is why desire is “mahashan” [voracious] [see 2nd line of sloka 3:37 above for the occurrence of the word]. And because one does not find settledness even after getting something that is desired, desire is “mahapapma” [sinful; evil] [see 2nd line of sloka 3:37 above for the occurrence of the word]. (Not holding on to the desirable or the undesirable, not even paying attention to the results to be attained from karma [yogic act], if one takes recourse in Kriya as a duty, one does not again have to fall into restlessness/agitation.) "
38,"As fire remains covered by smoke, as a mirror remains covered by dirt/dust, and as the womb is covered by the amnion – in the same way, the Knowledge of the Self remains covered by desire.","Seeing one's own form and the results of one's doings is the human being's craving or desire. This craving is, whether without wanting or with wanting, at the root of all works. Without it work cannot even begin. But this craving or desire is also at the end of [alternate translation: within] the fulfillment of craving, or it is in the form of veiling, in the path of yoga. “Karma” [spiritual practice], “upasana” [worshipping; reverently experiencing] and “gyana” [knowing; knowledge] – these three states of sadhana – how desire presents itself in the form of “veiling” in these states is being shown via three similes, in order to make that [matter of veiling] easy to understand. First simile: the covering up of fire by smoke. The temperature that grows from the rubbing of two things with each other – that eventually becomes transformed into fire. As fire burns, smoke also appears. It is just like that in sadhana as well. At first, in the state of karma [practice], because of prana stirring up and striking at the sushumna, out of that an energy comes forth and spreads, making the body energized. Via that energy, the intellect also turns inward. Then a kind of light shines forth within. That light is “gyana-jyoti” [light of knowledge]. By the power of that light, like smoke coming  off of wood and such things [burning material], a particular feeling happens throughout the whole body, and the previously done actions – all of their memories rise up in the mind and cover up the inner sky. The light from the fire of knowledge also gets covered up. But just as when a breeze blows upon the fire covered up by the smoke from wood, the smoke moves away and the fire becomes stronger and the light shines forth – in sadhana too, in the same way, if one patiently remains in the steady posture and diligently continues to drive prana with the Atma-mantra, all of those memories of the past, as well as the physical irritations and pains – all disappear. The fire of knowledge becomes stronger and stronger, and the light, now shining forth, illuminates the inner sky. Second simile: the covering of the mirror with dirt/dust. Just as when one breathes on a mirror, the film of the steam that falls [on the mirror] – if either that kind of film or some other kind of heavy dust is on the mirror – then nothing at all is reflected in that mirror. But when the film from that steam dries up, or if the mirror is dusted and wiped clean, then the process of reflection also happens. In the first stage of sadhana, after the inner sky becomes illuminated due to “karma” [practice] in the first stage of sadhana, the second stage of “upasana” [reverently experiencing; worshipping] comes about. At that time, if one steadies the attention at Kutastha, a white [or: bright], tenderly brilliant sphere of light is gradually seen. That is “Chidakash” [sky of consciousness]. Because this sphere is clear, like a mirror, all of everything is reflected in that. But in the beginning it is covered by “kashmal” [see Chapter 2, sloka 2 of the Gita]. Although that kashmal is of many types, in its fundamental and subtle state, it is white like picked cotton or a milk-white cloud. Just as nothing is reflected on the film of steam on a mirror, even though it is shiny, in the same way, even though the covering is white like a milk-white cloud, nothing at all is reflected in that sphere. When, upon the phlegmatic condition drying up in the path of sushumna due to Kriya, when the prana-vayu subtly, yet powerfully, flows and the electric energy grows in the whole body – because of that energy destroying the mind's connections to experiences of the world, all of the masses of kashmal disappear. Then that sphere takes on a very clean and clear form. At that time, an egg-shaped disc is seen within that sphere. That egg-shaped disc is of a shiny, deep and dark black color. But sometimes it is wrapped by a golden filigree, and sometimes it appears completely golden. That black field within that white field looks just like an eye. That is verily the “That” substance - “diveeva chakshurAtatam” [Divine Eye]. Third simile: The covering of the womb by the amnion. Within the womb, the jiva lives in a thin, liquid-filled sac of skin. That sac of skin is called “ulva” or “jivakosha” [sheath of the jiva]. When the jiva stays within that – at that time that form of that sac is just like an egg. For as long as that sac does not break, for that long does the jiva not come out. After it breaks, the jiva no longer stays in the womb; it comes out. The egg-shaped disc that is seen through the sight of consciousness in the light of knowledge in the inner sky – that is verily the “vishvakosha” [sheath of the universe] or – the universe. — Begin Footnote. — In the process of creation in the Manu [Samhita], this is the “sahasrAṃsushmaprabhaṃ haimaṃ anadam.” — End Footnote. — Present within that sheath is the actualized Vedanta, the Supreme Person. That is why the covering is like the amnion. In this third state [of gyana – knowledge or knowing], desire keeps that knowledge-filled sheath covered. For as long as that sheath is not broken through, for that long is He covered within that. Only through Shambhavi can that be broken through.  — Begin Footnote. — For the method of piercing Kutastha, see the commentary on sloka 26 of Chapter 3 [of the Gita]. — End Footnote. — In short: during sadhana, at first, desire keeps the inner light covered up like smoke; then after the light shines forth, it takes a form [kashmal] that is visible to personal consciousness, and by clinging to the body of [spiritual] Consciousness, it keeps the field of Consciousness covered up; and finally, when Consciousness is revealed, [desire] keeps the Supreme Destination – the Supreme Person – covered with an egg-shaped covering. Desire shows itself in these three ways. When these three veilings in the three states are destroyed, then one attains the Supreme Goal."
39,"O Kaunteya [son of Kunti; Arjuna]! Knowledge remains covered by this eternal enemy to the spiritual person – this desire, the unquenchable fire.","Knowledge, the object of knowledge and the knower – these three becoming one in union is the Supreme Goal. In this: the knower is the jiva; the object of knowledge is Shiva or Parabrahman. And knowledge is Shakti as well as the Special State [of Being]. It is through knowledge that the object of knowledge can be known. Then, through spiritual enquiry and intuition, it can be known that all is Brahman and Brahman is all. At that time knowledge is Shakti. And when, via the fruit of the performance of Layayoga (when one finds “laya” [dissolution; merging] through yoga), one attains samadhi. As one comes down and returns again to the path of samsara, it is seen that I am verily “I” or Brahman. At that time knowledge is a State of Being. — Begin Footnote. — The first part of this knowledge is “parokshagyana” [indirect, learned knowledge] and the second is “aparokshagyana” [direct, experiential knowledge]. “Asti brahmeti chet veda parokshagyanameva tat; ahaṃ brahmeti chet veda sAkshAtkArah sa uchyate.” Iti panchadashee. [“Brahman is,” is indirect knowledge [learned from some outside source]; the knowledge “I am Brahman” is through direct Realization; thus it is said. From the Panchadashi.]  — End Footnote. — This knowledge has different stages and proportions. According to that, there are also different gradations of “gyani[s]” [knower[s]]. Thus, one who, upon taking the functionality of being inwardly directed, takes care to enquire about the Self – that one is a “gyani.” And again, one who has ascended to the uppermost point of knowledge and has attained the State of Knowledge – that one is also a “gyani.” The difference is that the first one is on the lowest level of the steps, and the second one is in the uppermost level. The one who has crossed passed the Agya and has attained Stillness – that one is jivanmukta [Liberated while alive in the body]. All of that being's coverings have been destroyed. But the one who is below the Agya – because of his/her mind remaining in the pull of the cravings – new kinds (making the old new again) of wishes for enjoyments go on rising up within his/her antahkarana. These desires face one like the masses of curtains. The light of knowledge by which the inner world is seen – they cover up that light. The inner sight does not open up. Even if one disciplines the mind and makes it desireless through detachment, the influence of Prakriti is such that the mind falls to the power of desires, as if it is benumbed. This is why desire is the “eternal enemy.” — Begin Footnote. — For the “agyani” [the ignorant], during the time of enjoying worldly experiences, desire is about pleasure. But when that ends, desire is about pain. For the “gyani” [knowledgeable one; spiritual person], with the exception of the “meaningful work” [spiritual practice], any experience of the world is about pain. The reason is: if the wants of the mind grow, kashmal [see Chapter 2, sloka 2] comes about in the inner sky; the Light of the Self is covered up. Whenever desire attracts the mind of the sadhak, it is immediately the experience of pain. It does not become pleasure. That is why desire is the “eternal enemy” of the gyani. — End Footnote. — And more, it is like fire. Although fire gives light to other things, no receptacle – such as wood – can contain it. And it inflames, burns and destroys the receptacle itself. For as long as the receptacle is there, for that long does the light of the fire exist. When the receptacle is destroyed, the fire also disappears. Masses of things put into the fire do not satisfy the fire; instead, its flames increase and spread and it goes on consuming. In the same way, desire too, takes its own receptacle, the mind, and heats it up, and goes on increasing the connection with the worldly experience. Just as fire goes out when there is no receptacle for it, in the same way, when the worldly experience is cast off, desire also ends. "
40,"All of the sense-organs, mind and intellect – it is said that these are the grounds of desire. It is through these sense-organs and such that desire keeps the discriminating knowledge covered up and keeps the embodied one in delusion.","Releasing and grasping and such are done through the organs of action; seeing and hearing and such are done through the organs of perception; and meditation, concentration or volition and determination and such are done through the mind and intellect. Thus, all of the sense-organs, mind and intellect are the grounds of desire or wishes. Knowledge too is expressed through the sense-organs, mind and intellect. It is for this reason that knowledge and desire are adversaries to each other. When one is dominant, the other disappears. But the particular difference between these two is this: desire, or the wishes for worldly experiences, can find its ground up to the top of the Agya; it cannot go beyond that. But knowledge can. When knowledge is dominant, it illuminates the entire pathway of the sense-organs, mind and intellect, and thereby allows the evident Self to shine forth, making the embodied being the knower/seer of all, and itself [knowledge] extends up to the junction of Maya-Brahman. But, the fact is that desire, or the wish to have, is dominant simply because one is a jiva; there is no doubt about that. This is because this body itself is there only because of desire in the mind. Otherwise one would not have had to be born. Thus, just as fire does not catch on wet wood, in the same way, as long as desire is present, the light of knowledge does not shine forth. This is why the sky of the heart remains covered in the darkness of the worldly experience; the upward directed sight of the embodied one can only see the worldly experience and not the path of the Self. Then desire, in the form of the delusion, brings about waves of the worldly experience in the mind, intellect and the sense-organs, and by deluding the embodied being, makes one lose oneself. It [desire] smears a deluded understanding of the eternal and true with the worldly experience and throws one into confusion.  "
