Verse Index{hide},Pranab Gita Translation,Pranab Gita Commentary
36,Your enemies will ridicule your capabilities and say so many unspeakable things. What can be a greater suffering than this?,"The maleficent ones – meaning: “shatru” [enemies] — Begin Footnote. — “Shatru” [enemy] – see the commentary of the 8th sloka of Chapter 2 [of the Gita].  — End Footnote. — (deceivers and the senses) – will ridicule your capabilities. They will say all sorts of unspeakable and malevolent things – meaning: you yourself will be greatly ridiculing yourself and being filled with self-contempt, automatically. What can be a greater suffering than this?! “Dhik jeevitaṃ vyarthamanorathasya” - meaning: one who fails at his/her objective, that person's life is contemptuous."
37,"O Kaunteya [son of Kunti; Arjuna]! If you get killed, you will be able to go to heaven. If you are victorious, you will be able to enjoy the world. Therefore, “uttiShTha” [stand up]! [see spiritual meaning in the commentary below] and be resolved to fight. ","If you die while continuously being engaged in this sadhana-war, you will attain heaven (the destiny of the Self). This is why: if one leaves the body while continuously doing the work of Sat [Truth], only the Substances of Sat will come at the time of death. Thus, the destiny will be according to Sat (see Chapter 6, slokas 40-46). And if you are victorious, then: “maheeṃ bhokshyase” - meaning: you will enjoy the kingdom of wonders/miracles without any enemies (see the 8th sloka [of this Chapter 2]) – meaning: you will be “jivanmukta” [Liberated while still living in this body]. Therefore, be resolved to fight the war and be established up above (“ut-tiShTha” [established above]) (see the 3rd sloka [of this Chapter 2])."
38,"Know “sukha” and “duhkha” [pleasure and pain, respectively], “labh” and “alabh” [gain and loss, respectively], and “jaya” and “parajaya” [victory and defeat, respectively] to be the same, and engage (present yourself) in the cause of this war. In this way (if you fight) you shall not incur sin.","“Sukha” [happiness; pleasure] has been explained in the commentary of the 32nd sloka [of this Chapter 2]. “Duhkha” [pain; sorrow]: “duh” = darkness/dirty/defiled; “kha” = space; the presence of “vasana” [deeply rooted desire] itself causes the inner space to be covered up with the “veiling-power.” Then an empty, lack-filled, darkness-filled state comes about. That beautiful Light of the Self – even a single ray of it cannot be seen. There is a kind of gasping in the pranas; the mind feels hopeless. That is “duhkha.” Making pleasure and pain, gain and loss, and victory and defeat the same – meaning: being unperturbed in distress and detached in happiness – like: “I am fighting such [a battle] for the sake of fighting (because guru said so)” – in this way, leaving behind the desire for outcomes, take up fighting in the war dutifully – meaning: take up the task to end pravritti-ways. If you do this, sin (restlessness – that which makes the sadhak lose his/her unmoving position and aim) cannot touch you – meaning: no matter if you are in “karma,” “akarma” or “vikarma” [see definitions in the Introduction, Part 4, definitions number 1], you will get the Endless Settledness in Brahman."
39,"O Partha [Arjuna]! This knowledge according to [the path called] “Sankhya” is being spoken to you. Now, listen as I speak about the matters of this knowledge according to [the path called] “Yoga,” the knowledge by which, if you become engaged in it, you will be able to be free of the bindings of karma.","Dear sadhak! This method of insight to bring about certainty [in you] that was just taught you – this is verily the path of “Sankhya.” But how that method-knowledge happens in “Yoga” – now listen to that, by which, if you become engaged in it, you will be able to be completely free of the bindings of karma.
 
What is “sankhya” [as in the spiritual meaning of the word, not only specific to the name of the path]? The ascertaining of knowledge of things through analysis is called “sankhya.” In this, the twenty-four substances of Prakriti, and the one Purush – through the “accounting” [sankhya] of these, there is the ascertaining of the essential knowledge/science of the universe. This knowledge is ascertained through a combination of “anuman[a]” [inference] and “anubhav[a]” — Begin Footnote. — “Anu” [atomic] = subtle, “bhava” = to be – becoming the same as the object of perception/knowledge. — End Footnote. — [ordinary meaning: experience; see footnote for spiritual meaning]. This is why the word “sankhya” means “knowledge.” It is like: dissolving the earth element and blending it with the water element and making them “one” is “yoga,” blending water into fire in the same way is [also] “yoga.” Similarly, fire into air, air into space, space into the tanmatras [the source of the senses], tanmatras into the mind, the mind into the intellect, the intellect into the ahamkar [the “I” sense], the ahamkar into the mahattattva [primal element] or the chitta [personal consciousness/heart], the chitta into the Avyakta [the Inexpressible] or the Mula Prakriti [the Original Prakriti], and finally, merging Prakriti into Purush is called “yoga.” But all of the yogas before the last one are nothing but steps to the last yoga. That is why that gradual progression is called “yoga marga/Yoga Marga” [the path of yoga/the path to Yoga], and the final ending of the progression is called “Yoga” [Union]. It is only after he has attainment of this “Yoga” that the sadhak is a “yogi.” And when in the lower stages, [the sadhak] is a “yogabhyasi” [yogic practitioner; practitioner of the path/method of yoga]. Upon having become a yogi, the knowledge that happens if one leaves that [state of “yogi”] and comes down to the lower stages – that is also “sankhya” [ascertaining after coming down]. Therefore, before yoga there is “sankhya” [ascertaining]; after [yoga] it is also “sankhya” [knowing]; the root of yoga is “sankhya” [instruction and inference], and the fruit is also “sankhya” [realization/Liberation]. The “root” [of yoga] that is being spoken about – that is the knowledge that is gained totally by inference. Alternatively, it is instructional knowledge [from guru]. Thus is “Sankhyayoga” [the yoga of ascertaining]. The “fruit” that is being spoken about – that “fruit” is the Knowledge brought about by the practice of yoga - “Mokshayoga” [the yoga of Liberation]. That is the only difference. Otherwise, it is the same thing. All of the things that have been presented in slokas 24 and 25 – those are verily the “understandings according to the way of Sankhya” or knowledge [according to the way of Sankhya]. In this, every aspect of reality from the earth element to the Self goes on being known. But the knowledge that comes from Yoga, because all of the lower stages become merged [into the Uppermost Stage], all of the knowledge from below are completely finished off, and they gradually transform into One at the Top. This buddhi [in this case: consciousness] that faces towards the Self, when one withdraws oneself inward from the worldly experiences, when one becomes United via this buddhi (this can only happen via pranayam alone; its method is learned from the teachings of guru), “prarabdha” [birth karmas], “sanchit” [accumulated karmas] – whatever the bindings of karma there may be – all of them disappear, permanently and completely."
40,"There is never any loss of “abhikrama” [progress] from the effort made in this karmayoga (no fruitlessness in endeavoring in it), nor is there any going backwards. Even a little bit of this dharma (if practiced) saves one from the Great Fear. ","In this karmayoga, there is never any stopping of “abhikrama” [progress] (“abhi” = front; “krama” = to move) – meaning: there is no stopping of the movement in the direction of the Self. That is because this is a “tadarthiya” karma [act taken in order to attain the predetermined end – Liberation], and because of that there is no “abhav” [loss] in it. Similarly, there is no transgressing or backwards movement [in this yoga] either. That is because the yogi, even in the afterlife, automatically and irrespective of his/her own will, rises up in the direction of the Self because of the power attained through previous practice, as it is stated in sloka 44 of Chapter 6 [of the Gita]. Even a little bit of this dharma (the taking up of yoga) saves one from the Great Fear. The birth and death [and rebirth] is what is called the Great Fear. In the path of pravritti (viloma [see commentary on sloka 16 of this Chapter 2] or the path of samsara) – if one is simply on that path, it means that the attention will be on worldly things. But because of the impermanence of worldly things, it is unavoidable that one has to leave that worldly experience after the end of the period of enjoyment of whatever that worldly thing is. Therefore, death is a certainty. And just because there is death, there is again rebirth. This birth and death cycle goes on repeating. It does not end. But if one progresses even a little in the path of nivritti (anuloma [see commentary on sloka 16 of this Chapter 2] or the path of yoga), because of the absence of non-progress or transgression, the attention becomes magnetized to the Eternal. Thus, whether by breath or by body [see commentary on slokas 26 and 27 of this Chapter 2 regarding the two types of death], whatever kind of death that happens, after just a few births one can go beyond the birth-death torrent. “BahunAṃ janmanAmante jnAnvAn maṃ prapadyate” [after many births, those with Divine Knowledge attain/come unto Me] (Gita 7:19)."
41,"O Kurunandan [Arjuna]! In this karmayoga, the intellect becomes “vyavasayatmika” (full of conviction), and “eka” [one and only/singular]. But the intellects of the “avyavasayis” [ones with wrong conviction] become multi-branched and endless [endlessly bound].","In this karmayoga, the intellect becomes “vyavasatmika” (“vy” = space eye + “av” = spreading + “so” = death) – meaning: upon being spread out in the space filled [inner] eye, and thereby becoming Still, one becomes filled with Stillness and Absolute Certainty; and [the intellect] becomes “eka” [one and only/singular] – meaning: being firmly established in the Star in the center of Kutastha – with Light like millions of suns and the beautiful tranquility of millions of moons, one becomes the Bliss of the One, or filled with the Bliss of Brahman. But those who are “avyavasayi” (“a” = prefix of negation + “vy” = particular + “ava” = certainty + “so” = “udyoga” [endeavoring]) – meaning: those who, through particular convictions - “udyoga” (“ut” = in the path of Brahman; “yoga” = those who do not do the practice of the Kriya of pranayam etc. [the total meaning of “udyoga” in only this particular context is given here]) - their buddhi-vrittis (intellect) leave the oneness and fall to “many-ness,” becoming multi-branched – meaning: coming into contact with many different types of worldly things, [the intellect] takes on many different forms. And it is endless – meaning: being locked-up in the partaking of worldly things, the [variations of the intellect] continue to grow endlessly because of the tumult of the repeated births and deaths. One is not able to leave the worldly consciousness, not able to come to Brahman and cannot attain the Radiant Fountain of Bliss. One does not get the Supreme Bliss of Nirvana [Emancipation]."
"42,43,44","O Partha [Arjuna]! All of those “avipashchit” [ignorant ones] – undiscriminating, desirous souls, bound to the [desires] for heavenly pleasures who are engaged in the rites as stated in the Vedas, taking up the conviction of “there is nothing else [other than heaven as the highest]” - all of these enchanting things that they say in the performance of the many rites in order to obtain riches for enjoyment – because their hearts are stolen away [by such words] and because of their becoming addicted to the enjoyment of riches, their intellects cannot have stability in samadhi.","“Vipashchit” [wise] (“vi” + “pra” = viprakrishta [remote] + “cha” = to gather + “ka”): one who gathers together “viprakrishta” - meaning: things that are “duravarta” [at a far distance or long way off]. How many kinds of “dur” [distances] are there? Space-related, time-related, and attainment/objective-related – these are the three types of distances. The space-related things that are far away can be gathered in (completely had) by the hands and feet [etc.] - meaning: via physical actions. The time-related things that are far away can be collected through logical inferences of past and future [and such] and through analysis – meaning: through the actions of the antahkarana [inner operators of personal consciousness]. And the attainment/objective-related things that are far away can be collected in (completely had) by “anubhava” - meaning: that can be had by becoming more and more “anu” [atomic], after passing the chitta-dharma – meaning: after the dissolving of everything in the practice of Layayoga [the yoga of dissolution], where the vrittis of the antahkarana are dissolved and the self merges into the Self. The one who takes these three – body, mind and soul – and makes them one, and is thereby able to obtain the “far away” [objective of] “Naad-Bindu” (existing beyond the six chakras) completely – meaning: he/she can merge into that or can try to merge into that – that person is “vipashchit” [wise]. But one who does not obtain that far away objective via Kriyayoga, or does not try to obtain it, and goes on collecting the “nearby things” instead – meaning: the visible worldly things within the five chakras – that person is “avipashchit” [ignorant]. Thus, the desire-bound person is “avipashchit” - meaning: undiscriminating. The undiscriminating ones, bound by the power of wanting, aim for heaven – the highest level of sense-pleasure-enjoyment. The highest fruit of desire-fulfilling rites is heaven. In the “karmakanda” [section on rites] of the Vedas, this is the proviso that has been given. Those people [the “avipashchit”] take up that stated provision in the Vedas and say, “Attaining heaven is the highest fruit; there is nothing besides that”; they say all kinds of nicely put together, enchanting things. Doing such things results in this: they lose their sensibilities, become ignorant of the differences between the Eternal and the temporal, and go on being ever-engrossed in enjoyments and opulence. They are not able to have consciousness stabilized in union in samadhi. Why they cannot – that matter will be clearly stated [in the next paragraph].
 
Karma [action] is of two types - “sakama” [with desire] and “nishkama” [without desire]. These happen externally via the physical body and internally via the subtle body. Because of this, there is a limit in the carrying out of action. Just as, in the external, the body becomes tired and unable to move after excessive labor and no more work can be done, one has to stop trying – in the same way, in the internal, when action reaches a very intense state, it ends and a state of stillness comes about. That state of stillness is called “samadhi.” Thus, this samadhi is the inevitable result of Kriya. But because of the desirous and desirelessness versions of action [see first sentence of this paragraph], samadhi is of two types. When one becomes “extinguished” in desirous action, one has to carry on the memory-samskaras of the desired things through [and after] the extinguishing. Right after samadhi breaks [finishes] – that memory awakens again immediately upon returning to the waking state. This is called, “jada-samadhi” [samadhi of the body]. In this, glorious experiences and revelations are had, [but] there is absolutely no Liberation. [On the other hand,] when desireless actions end, because of the absence of desire, only Consciousness/Spirit remains the focus, and one becomes merged in that Consciousness/Spirit Itself. When this state [of samadhi] goes away, nothing is thought about in the mind. There is a kind of “I don't know what but I was in quite a wonderful way” experience where the antahkarana remains intoxicated in a Bliss-Nectar. This is called “Chaitanya-Samadhi” [Samadhi of Spirit] or “Brahmisthiti” [abidance in the Supreme]. Right before this “Chaitanya-Samadhi,” the intellect becomes “vyavasayatmika” [stable; certain]. That is why it is written that even if the addicted [to samsara] attain samadhi, their intellects do not become stable in it.
"
45,"O Arjuna, all Veda/s [alternative meaning: ascertainable knowledge] is/are about the matters connected to the three gunas [energetic qualities in all things and acts]. Therefore, by being without doubt, abiding always in truth [or: purity], unattached and abiding in the Self, be devoid of the three gunas.","Whatever is known – all are “veda” [ascertainable knowledge]. The Vedas [in this case – the scriptures] are divided into Rik, Yaju, Sama, Atharva – these four sections. These Vedas are actually about the matters of the three gunas [energetic qualities of all things physical and subtle]. “Rajah,” [alternate versions of the word: rajas; rajo; rajoguna] “sattva,” “tamah” [alternate versions of the word: tamas; tamo; tamoguna] – these are the three gunas. The aggregate of these is called “traigunya.” The dharma of rajas – activity; the result – suffering/pain (because one has to labor to simply do work). The dharma of sattva – revelation [or: light; manifestation] (that which happens on its own; the form of self awareness); the result – pleasure. The dharma of tamas – stability (end/destruction/annihilation); the result – delusion. The combined dharma of these three – the union of pleasure, pain and delusion; the result – joy. Just as the power for a seed to sprout does not come about without the combined help of water, air and heat – in the same way, if these three gunas remain separate from each other, they cannot just do their own particular activities and still manifest. It is by the mixing of the three together that each's activities come forth. But if in that combination the proportion of each one is the same, then no activity at all happens. A state of equilibrium comes about. Activities come forth only when the proportions are unequal.
 
At the Muladhar, tamas finishes, sattva begins and there is the full manifestation of rajas. In the Svadhisthan, rajas is 12/16 in proportion, sattva is 4/16 in proportion. At the Manipur, rajas and sattva are in equal proportions. (See Illustration No. 3 [in the Introduction].) Immediately upon crossing past the Manipur, the proportion of rajas becomes progressively and increasingly lower in comparison to the proportion of sattva. Thus, the part that is predominantly rajas-powered is the area between the Muladhar to the Manipur. When one sits to meditate, at first the activity-filled rajas takes over – meaning: one has to forcefully and determinedly drive prana in the environment of the collective causalities of the physical body. For as long as prana does not become subtle and thereby take the mind into the “vajra” [nadi], for that long will the activities of pranas be very strong; the mind will be restless; and at this time Kutastha remains clouded over. Whatever is visible – they are all kind of far, far away, like some things revealed by occasional flashes of lightning – like blurry shadows – these go on appearing in unclear ways – this is what is called “duhkha” [sorrow/pain] (“dure shunya” [nothing far away]). Afterwards, when one enters into the vajra and arrives at the Manipur, even though rajas and sattva are equal in proportion there (in duhkha) – in the middle of a sun-like sphere in the distant sky, a vision of a two-armed red form of Brahmi-Shakti as a girl – with a garland of rudraksha beads [or: with a rosary of rudraksha beads] and a water-pot, and sitting on a swan – is seen. At that time, all around there is a kind of scintillating, resonating atmosphere. If one puts one's hearing in that resonance, one experiences that there is some kind of thing being spoken/recited on the eastern side; — Begin Footnote. — Know that the front side of the body is east, the back side is west, the right side is south and the left side is north. — End Footnote. — it can be heard but nothing much can be discerned very well. It is like a toothless old man saying something very fast – who knows what – in another room on the other side of the wall – this kind of experience is had. Everything that is known/ascertained up to the Manipur in the pain-filled, rajas-powered, activity dominated field – all of that is the Rigveda [also called “Rik Veda,” among other variations] - “A” [the first letter of the Omkar/AUM]. That spoken sound that is heard – that is the Gayatri Mantra, and that goddess [seen in the sun-like sphere] is the presiding deity of the Rigveda - “Gayatri” - the first manifestation of Gayatri.

Upon piercing the Manipur and entering into the “chitra” [nadi], many colorful and wondrous visions can be seen. Piercing through the place of the eight-fold powers (the technique – Kriya – is known through the teachings of guru) and going above – there is the Anahata-chakra. In that Anahata, sattva is 12/16 in proportion; rajah is 4/16; and in the Vishuddha, sattva is 14/16 in proportion; rajah is 2/16. Naturally, because of rajah's intensity becoming softer, the proportion of sorrow is reduced and happiness arises. The inner sky becomes filled with light. The restlessness of mind and the intensity are gone. At this time “upasana” [worshipfulness] (“upa” = near; “asana” = settled place) goes on happening – meaning: because of the mind being so attracted to the various visions from the chitra, the interest in prana-kriya comes to an end, and thus the gap between the seen and seer is reduced and one comes near the place of spiritual awareness. Then, within the twelve-petaled lotus, another eight-petaled lotus blossoms forth. On that, in the middle of a sphere of light, the black, four-armed, three-eyed form of the Vaishnavi-Shakti as a young woman is seen, holding a conch-shell, a discus, a mace and a lotus [in each of the four hands] and seated on the mystical bird Garuda. Right along with the appearance of that vision, the Gayatri mantra can be heard clearly, in a soft and melodious vocalization – nearby on the right side (in the back of the right ear); this can be heard. After that, when that light is pierced via the inner shambhavi [mudra], in the blink of an eye, a sixteen-petaled lotus blossoms forth in the Vishuddha. In that, that same goddess again shows Herself, in an electric-lightning form, and then immediately disappears. Everything that is known in this sattva-powered, “upasana”-predominant, pleasure-filled field of the Anahata-Vishuddha – that is what is known as “Yajurveda” [also known as Yajur Veda, among other variations] - “U” [the second letter of the Omkar/AUM]. That is the goddess who is “Savitri” - the presiding deity of the Yajurveda – the second manifestation of Gayatri. Because She appears in a black form and then later in the electric-lightning-form, the Yajurveda is divided into two sections - “Krishnayajuh” [the dark Yajurveda] and “Shuklayajuh” [the bright Yajurveda].
 
Above the Vishuddha, the rajoguna becomes more and more weak until it reaches it weakest level and then finishes at the Ajna. Sattva is fully manifested at this Ajna, and it is the beginning of tamoguna. (See Illustration No. 3 [in the Introduction].) Amongst the three gunas, it is seen that the tamoguna is primary. This is because: (it can be seen in anuloma [see sloka 16 of this Chapter 2 for clarification of “anuloma”]) it is indeed on top of the completely pure tamoguna that the world-birthing Mahamaya [resides]; it is of course on top of the perfectly still foundation [pure tamas] that activity takes place [rajas]; and indeed, it is on top of the activity that there is revelation/light [sattva]; and again it is in the still foundation [tamas], indeed, that all come to rest.10 Although it [tamas] begins at Ajna, — Begin Footnote. — All three gunas are present everywhere; however, predominance can be seen to happen in twos. Where there is the predominance of rajas-tamah, there sattva, being covered up, is in an almost absent state. Where there is the predominance of rajah-sattva, there tamoguna is almost absent. And where there is the predominance of sattva-tamah, there the rajoguna is almost absent. — End Footnote. — it is present and spread everywhere in different proportions. It is that very presence [of tamas], becoming more and more substantial in the upwards direction, that becomes transformed into its own pure form at the Ajna. Here, a group of extraordinarily beautiful events is seen to be happening together. Within the light of pure sattva, [one experiences:] above and below – there are tamas and rajas, respectively, mixing together in their very subtle forms [with sattva] – here there is the coming together of stillness and activity at the same time. From the “mouth” of the conjunction of rajas-tamas area, there is the rising up of waves of musical sound playing according to the rules of “ragas” and “raginis” [melodic forms]; Pranava-Gayatri is sounding resonance after resonance; the Vedas and the sayings of the rishis [ancient sages] are being recited on the west side – all in very clear and wonderfully comely tones; gods, gandharvas [celestial beings], sages, spirits, demons, celestial musicians, planets, deities etc. - as if the entire Cosmos is acting out according to prescribed roles on a grand theater stage – the appearance of creation, preservation, destruction – the mind and heart are entranced, restlessness has disappeared – in short: “ihaikesthaṃ jagat kṛtsnaṃ sacharacharaṃ prakatita (“murtiman” [visible/manifested])” [the entire universe with all things moving and unmoving – visible/manifested here]. Whatever is known in this music-predominant, tamas-ruled place, the not delusional but spiritual trance-filled field of Ajna – all of that is verily Samaveda [also known as Sama Veda, among other variations] - “M” [the third letter of the Omkar/AUM]. When the attention is perfect in the bindu in the conjunction of the rajas-tamah, a supremely tenderly radiant, white two-armed form, with a trident, a damaru [hand drum], riding on a bull – the Raudri-Shakti as an old woman is seen. It is She who is the presiding deity of the Samaveda, the goddess “Sarasvati” - the third manifestation of Gayatri.

Within the sattva inside the Ajna, the place of conjunction of rajas and tamas is called “Kuta.” Within that Kuta, an incomparably beautiful and luminous bindu is seen. That is the Beginningless Maheshvara [Lord of the universe; Shiva]. From there, Sarasvati rises. From the mouth of Maheshvara, the ceaseless recitation of mantras from Vedas and such, with waves of particularly intoned sounds, is going on. It is from these mantras and such that the Mother of the Vedas, the Ajna to Muladhar pervading, Gayatri-Savitri-Sarasvati-Form – is appearing everywhere, resonating in activity via the rajoguna, and residing in the light-filled “grand sattva.” This is why She is [called]: “maheshvaravadanotpannA viShNohṛdayasambhavA brahmaNA samanujnAtA” [arising from the speech of Maheshvara, residing in the heart of Vishnu, and dear to Brahmaa [the creator aspect of the Godhead Trinity]]. In the functions and activities within the region spanning from the Ajna to the Muladhar, She manifests in three Forms, and is invoked in the bunching together of three verses in the “tripaad” [three-versed] mantra. That is why She is called “Tripada.” She has yet another verse. That fourth verse resides in the non-doing Sahasrar. The “Gayatri Mantra” that is learned during the thread ceremony of the brahmins – that is three-versed. The mantra that is taught/learned when taking sannyas [formal renunciation] – that is the fourth verse of Gayatri. Only the sannyasi [renunciate] has the right to the fourth verse, not those still attached to actions. This is because She cannot be known unless one pierces the Kutastha and arrives at the Sahasrar.
 
Right after crossing the Ajna after piercing Kutastha, rajoguna is finished and its influence is also ended gradually. Prana-kriya ends. The non-doing Sahasrar is revealed. Then the Tranquil, Revelatory Light of Knowledge shines forth. In that Light, the matters and happenings of past, future and present are seen and known. At this time, the Mother of the universe, the three-eyed Adya-Shakti, sometimes in the form of Purush and sometimes in the form of Prakriti, becomes pleased, and She tears apart the sadhak's delusional, duality-filled net of Maya, and bestows the Insight-Knowledge. The recitation of the Gayatri, now with the fourth verse as well, comes forth. (This can be heard on the north side.) From that fourth verse, sannyas [renunciation] comes into being – meaning: all of the celestial sounds finish completely into the one Pranava and a waveless, single-toned (non-fluctuating) unstruck Sound comes forth. From within this Sound, a Luminous Bindu blossoms forth. That is verily Taraka-Brahman. He has no limits at all. The mind becomes locked in Him. In this state, the vrittis of the senses become devoid of activity – meaning: the matters of the senses are there; the senses are there; yet there is no partaking – this type of state comes into being. At that time, spontaneously, one becomes nothing but a viewing witness to the matters of the universe, and one becomes completely imbued with the Eternal Bliss of Truth. This Bliss-filled state of Knowledge is the Atharvaveda [also known as Atharva Veda, among other variations] - “OM.” From the center of that Bindu, a Brilliantly Radiant Form appears. It is He Who is the Supreme Shiva, Narayana – the Niranjan Purush Who is beyond all fields.
 
All of these things that are directly known in the field spanning the Muladhar to the Sahasrar, that which is called “veda” [knowledge] – they are nothing but the work of the three gunas using the spreading power of inner sound. For as long as there is mind, for that long is the experience of the seen and the seer. All of this is the work of Maya; thus they are endowed with limitedness. For this reason, Sri Bhagavan [Sri Krishna] is saying, “O Arjuna! Be devoid of the three gunas” - meaning: that which happens when one becomes merged, after the mind gets locked in that Taraka-Brahman-Niranjan-Purush – become That Itself. That Merged State is verily the state of being devoid of the three gunas – Vishnu's Supreme State. [The Lord] is speaking about the signs during progress towards being devoid of the three gunas: 1) “atmavan” - abiding at the field of the Self; when there is no awareness of anything at all other than the worshipper “I” and the worshipped “I” - the state of non-doing; 2) “niryogakshema” - after that [“atmavan”] state comes, “yoga” - meaning: the thing to get – there is none of that left; “kshema” - meaning: there is not even the keeping of the received thing; past and future disappear and only the present remains; 3) “nityasatvasthah” - the brahmanadi that is within the sushumna, the space in its middle is called “nityasatva” [always pure]; this is beyond the fields and is the eternal place beyond the fields; it is in this place that – upon making the receiver and that which is to be received as one – the Niranjan-Purush shows Himself; 4) “nirdvandva” – upon arriving at the “nityasatva,” cold and heat, pleasure and pain, me and mine, I and you and such twoness ends and the mind is dissolved. This is that which is called the “State of Vishnu beyond the three gunas.”"
46,"As much as there is the need for an “udapana” (place holding a small amount of water) when a flood has covered everything completely with water, the brahmin with the Knowledge of Brahman has that much need of all of the Vedas (the Vedic rites).","When the water of a deluge floods the entire land, the water from ponds, wells, swamps, rivers and such “udapana” (pits holding water) merge with the water of the flood, and all water becomes one big water. There is no more difference in their names and forms, and because their pits are under the floodwater and cannot be seen, they also do not have any separate existence on the outside. At that time, whatever the necessities of water there may be, all are met by that one mass of water. But because the depth is not the same in every area of the floodwater, if there is the need to access deep water to carry out a particular task, one has to go to places where the pits of those ponds, wells, rivers are present, and use the pit at that place. It is like when an enormous thing has to be submerged, or if a big boat or a ship has to be floated, such things have to be submerged or floated in a place where there is a [deep] hole or where the pit or cavern is deep. Like the “artha” [function – see beginning of sloka for “yavanartha”] (usefulness) that is there for those watering holes or waterways at the time of the flood – just like that is the usefulness of Vedic rites for the “vijanata” [knowing] brahmin. The one who gets to know the All-Knowing via sadhana – meaning: the one who becomes knowledgeable about Vedas in the path of yoga, and goes to the final place of the knowable at the State of Vishnu-ness – it is only that person who is the Brahman-based, master of jnana and vijnana, possessor of the eight siddhis - “vijnata brahmin.” It is only that sadhak who is “nishkama” [without desire]. That person has no desire or need of anything for him/herself – at all. That person ever abides in Completeness in the Bliss of Brahman, and only carries out the journey of the body because of prarabdha karma [karma determining the body's lifespan], and nothing more. That person is devoid of the three gunas. And because of knowing Brahman, he/she is “Brahman-knower” or “knower of all.” That all-knowing person's Knowledge covers up the knowledge of the Vedic rites, and thereby the knowledge of the Vedic rites go into that sadhak's Total Knowledge and become one. Those [Vedic knowledge] have no more separate existence; therefore, no separate use for them remains either. But for the benefit of the “traigunya” [that which is of the three gunas] or the “world,” many times these [realized] persons have to take part in the traigunya concerns. But, even though they are able to accomplish every task/act with their own power, they do not always use that power. This is because: if that power is used there is a chance of being bound to karma! For that reason, in order to teach people, they take the help of brahmins who have the authority to perform rites, and carry out the Vedic rites according to the injunctions in the scriptures, awakening the powers of mantras – only so that there is success and help for people in the society and people who are in need, or for the sake of disciples."
47,It is to the act that you have the right; may there not be any [right] to the outcome/s. Do not be the cause of the results of actions. And may you not be addicted to “akarma” [non-acting; or: wrong act [see commentary below for multiple definitions according to spiritual progress]].,"Only Consciousness/Spirit can be spoken of as “I”. Otherwise, everything else is spoken of as “you.” For as long as the sadhak does not pierce Kutastha and attain Stillness, for that long does his/her pranic activity go on in that which is spoken of as “you” (“te” [see second line of sloka 47 above]) – meaning: prana goes on traveling from chakra to chakra. Thus, the sadhak [at that time] has the “right” - meaning: capability – over actions. But actions have fruits just by being actions. Just as in chemistry, different substances mix together and a new energetic property comes about through chemical interaction – in the same way, the mixing of mind and prana with the letter-formed “matrikas” [energetic properties] in the petals of the lotuses within the sushumna brings forth many types of miracles or powers. Those powers come to the sadhak as places of recourse [for him/her to take]. If the sadhak claims a right (holds) to those powers, then he/she becomes locked-up in “bhoga” [non-spiritual indulgence] and cannot progress any more. That is why the Lord is saying, “Do not ever claim a right to the outcomes of actions.” Not only that: “Do not be the cause of the results of actions” - meaning: that which brings about the results of actions, do not do that. When offering prana to every lotus [in the sushumna], if the connectedness moves from the vital-force and falls to the petals, then, because of that connection [to the petals], desire arises and brings about fruits. But if at that time the connectedness does not leave the prana, then there cannot be any rising up of desire. In [that type of] prana-offering [to the chakras], powers are only awakened [but] they do not rise up. Being “parsparaṃ bhAvayanta” [everything cooperating with one another], one attains “paraṃ shreyo” [the greatest] (see the commentary on the 11th sloka of Chapter 3 [of the Gita]). One does not have to be the cause of the fruits of actions. And He says even more, “Do not be associated with 'akarma' [non-acting; or: wrong act].” Moving prana within the brahmanadi from the Muladhar to the Ajna is verily “the act.” Before this act, there is “akarma,” and after it, there also “akarma.” Before this “act,” all of the works – except for the “tadarthiya” [spiritual] work – that are being carried out by the physical senses – all of that is “akarma” [wrong acts] – meaning: forbidden acts. Similarly, the action-less state that comes about after crossing the Ajna, when all acting is finished – that is also “akarma” [non-acting] – meaning: the state of non-doing. The first “akarma” is in the field of rajas-tamah; the second “akarma” takes place in the sattva-tamah field. If one becomes attached to the first “akarma,” one has to fall into an endless mire [of samsara]. If one becomes attached to the second “akarma” - meaning: doing Kriya with the desire to attain the state of non-doing, then “kashmal” comes to Kutastha [confused visions [see the commentary on sloka 2 of this Chapter 2]]. Thus, not being able to pierce that, one has to remain below. This is why, one has to perform the act (Kriya) without any associations – meaning: without attachment/addiction, and only thinking of it as dutiful work. Non-attachment/non-addiction brings about the peeling off; attachment-addiction keeps one sealed in. (See the next sloka.)"
