Verse Index{hide},Pranab Gita Translation,Pranab Gita Commentary
37,That which is of a type like: being poison-like in the beginning but changing into the nectarous/immortal blessing of Self-Knowledge – [happiness] that is born of this – that is sattvic happiness.,"Not finding one descriptive term that speaks of the state of sattvic happiness, the Lord says: that which is “tat” [that] – meaning: of that type, the type that the partaking enjoyers have known by enjoying; it has be known by enjoying it by oneself; it is not to be spoken about and stated; that which is poison-like in the beginning – because one has to go through a great deal of struggle when practicing knowledge, detachment, meditation, samadhi etc; but that which changes into evident Immortality – that is because the Blissful Glory that is had after the cultivation of knowledge, detachment etc. – that has no boundaries, no end, no diminishing – It is Infinite – Immortal. And that which is born of the blessedness of Self-Knowledge – meaning: later, the mind, [abiding] in the Self, becomes free of the contact with rajas and tamas [gunas], and rises as pure and clear – the happiness that is like this – this is the happiness that is called sattvic happiness. "
38,"That which (the well-known types are known by everyone), through contact with the worldly experience and the senses, looks nectarous/immortal in the beginning and changes to being poison-like – that happiness is said to be rajasic. ","And that happiness that rises up from the contact with the worldly experience and senses, the taste of which everyone has known by partaking, which first seems like nectar/immortality (like the cultivating of lust and greed, partaking in them) but results in a poison-like experience – like: taking away strength, potency, beauty, intuitive perception, intelligence, wealth, health, enthusiasm and such, bringing infirmity in youth, bringing suffering through apparent pleasures – that is that which is called rajasic happiness."
39,"The happiness that deludes oneself in the beginning and in the end as well, and comes forth from sleep, laziness and confusion – that is that which is said to be tamasic [happiness].","The happiness that makes one become lost (covers up intellect), puts one in sleep, laziness and confusion – like: I gathered up people of the same age, and took foodstuffs and went for a picnic; we made intoxicants from certain seeds and all of us consumed it; so much talking, chatting, so much laughter, so much fun – going on enjoying all this I became unconscious from the intoxication; the dogs and jackals came and ate all the food. I got up in the morning and came back with a drawn face. This kind of happiness-enjoying is called tamasic happiness."
40,"There is no being on Earth or in heaven, not even amongst the gods, that is free from these three gunas born of Prakriti. ","O Arjuna! This tree of samsara that has been imagined as having roots up above and such, that which has to be cut down with the weapon of resolute detachment – in this universe-sheath, whatever living or non-living beings that there are in whichever plane, from Bhu[-loka] and such to Satya-loka, gods such as Brahmaa, humans, even to the end of inert matter – whatever is there – all of that is born of the mutations of the types of the gunas of the guna-endowed Prakriti. There is nothing in any place or location that is free of that sattva, rajas and tamas, nor is there anything existing separate from them. If even a bit of one of the three gunas remains [in consciousness], one cannot have the attainment of withdrawing from the causalities of samsara. Know that all Vedas and Upanishads and other scriptures have the same teaching."
41,"O Parantapa [Arjuna]! The duties of brahmins, kshatriyas and vaishyas along with the shudras [the four castes] are distributed according to the gunas [qualities] which arise from their own natures.","If action, doer, results etc, as well as all of the living beings are all endowed with the three gunas [primal qualities], then where is Liberation for the jiva [soul]? Knowing that Arjuna can ask a question like this, the Lord is heading this off as well. The Lord is saying that if one worships the Supreme Lord while carrying out the actions that are ordained to one according to one’s rightfulness, Liberation comes via the blessed gift of Knowledge that comes from doing that. This is really the essence of the entire meaning of the [Bhagavad] Gita. This essence in a collective form is shown from this sloka “brAhmaNakshatriyavisham” [brahmins, kshatriyas, vaishyas] until the end of the chapter [18].
 
The work of brahmins, kshatriyas, vaishyas and shudras [the four castes] are all divided in specifically separate forms. These delegations have been made according to the qualities arising from natures and behaviors. A little bit has to be understood about divisions being made according to qualities arising from natures and behaviors. One’s nature is God’s Prakriti or the tri-guna-endowed Maya. This Prakriti manifests three types of operative powers. One is called sattva, one is called rajas, and another is called tamas. These three are called “guna[s]” [qualities]. Thus, “the qualities from natures and behaviors” means sattva, rajas, tamas – these three gunas. Whatever happens in the world – it is completed via these three gunas. If these gunas are separate from each other, no activity is able to take place. Not even “being able” – the gunas do not separate in the first place. From the many combinations of their union and mixing, the many different activities happen. If in that union and mixing all three gunas are of the same proportion, then a state of equilibrium happens; no activity can take place. All of the activities of the world take place from their mixing in unequal proportions. It is from the beginning of creation that the four types of “varna[s]” [castes] or classes have been created due to the variations of the mixing of the three gunas. In the first class, sattva [guna] is predominant; the other two gunas are subservient and succumb to sattva. In the second class, sattva mixed with rajas is predominant; tamas succumbs. In the third class, rajas mixed with tamas is predominant; sattva succumbs. And in the fourth class tamas mixed with rajas is predominant; sattva succumbs. The whole of the jivas [persons] are divided in these four classes. The jiva of the first class is brahmin; the jiva of the second class is kshatriya; the jiva of the third class is vaishya, and the jiva of the fourth class is shudra. Each of the three gunas has its own power of operation. But they mix. And according to the proportions of different mixes, there is the permutation into the four classes. Thus, the work of the brahmin class is of one type; the work of the kshatriya class is of one type; the work of the vaishya class is of one type; the work of the shudra class is of one type. That is why it is being said that all of the duties of the brahmins, kshatriyas, vaishyas and shudras have been ordained according to the gunas/qualities arising from their natures and behaviors.
 
There is a somewhat more particular meaning to the term “natures and behaviors.” According to each one’s fruits of [previous] actions, jivas [souls] take good and bad births. When the jiva leaves one body [dies physically] and is in the post-body state, it carries over the previously created mental and sensory state/s; thus, the samskaras [impressions in consciousness] from the previous birth remain. Being under the power of these samskaras, the jiva returns, and there the operative qualities converge – meaning: [the jiva] gets the qualities of one of the classes among the four classes. The previously carried over samskaras make up that which is called “nature” [of a particular person]. The qualities of a particular class that [the jiva] gets because of being under the power of that “nature” – that is “qualities arising from natures and behaviors.” So it can be said that no matter the class in which the jiva is partaking – such as brahmin etc., his/her work is ordained according to the qualities that have come forth from the samskaras created in the previous life/lives.
 
In the original sloka [18:41 of the Bhagavad Gita], brahmin, kshatriya and vaishya are grouped together in one compound word-segment, and shudra is in a separate segment. By this, the [idea that] the [first] three castes are “dvija” [can be twice-born; can be initiated] and that they have the right to the Vedas – that is what is hinted. And because shudras are excluded from the right to the Vedas, the [word “shudra”] is not included in the first compound word-segment [in the sloka].
"
42,"Serenity, forbearance, austereness, cleanliness, patience, transparency, knowledge, applications of knowledge and belief in the Supreme are the natural duties of the brahmin. ","The one who, due to purification of karma [actions bearing fruits] and samskaras [impressions in consciousness] in previous lives, spontaneously manifests within his/her inner being: serenity, forbearance, austereness, cleanliness, patience, transparency, knowledge, application of knowledge and such (which have been previously explained) – it is that person who will be accepting him/herself as brahmin. And by cultivating these, that person will attain Emancipation.  "
43,"Heroism, fiery power, steadfastness, skillfulness, not fleeing in battle, generosity and being connected with godly thoughts [alternate translation: having lordly behavior] – these are the natural duties of the kshatriya.  ","The power that does not allow one to become tired even after battling through the eight periods [the whole day and night] (Kriya) – the name of that great power is “shaurya” [heroic power]. “Teja” [fiery power] – is the power to burn the enemy (to bring Prakriti with her soldiers under the sadhak’s power). The power that does not allow the coming about of even a bit of hopelessness – that is “dhriti” [steadfastness], or the power to hold on (getting up above Ajna-chakra and keeping the attention firmly and unbrokenly on Supreme Shiva). Seeing directly the fruits coming forth from actions born of causes, and keeping them ready in the heart is “dakshata” [having skill]. No matter what situation takes place on the battlefield, to not turn one’s back and remain facing it is “apalayan” [non-fleeing] (keeping one’s sight on Kutastha at the time of coming down to the Muladhar from the Ajna-chakra, and again rising while still looking in that same direction – like going up and down a ladder). “Daan” = the acceptance of relinquishing. And belief in God – meaning: the attitude of accepting lordship and making [another] accept lordship. These are the natural duties of kshatriyas. By cultivating these, [the kshatriya] goes in the Upward Way.  "
44,"Farming, cattle raising, trade – these are the natural duties of vaishyas. Actions that are of the service-type are the natural duties of the shudra.","To do “karshan” [plowing] to the field is called “krishi” [farming]. Plowing the field – in the form of this body – with inhalation and exhalation (according to guru’s teaching) in the directed way brings forth good harvest. “Gorakshya” [ordinary meaning: cattle raising; deeper meaning follows] = the word “go” means the Earth/earth – meaning: this whole body. To keep in mind the delusion of protecting and taking care of this [body] (but it can never be protected from its transience) – keeping the senses under the control of a mind that is on a good path is “gorakshya” [maintaining and protecting the body]. “Vanijya” [trade] – keeping profit for oneself and keeping something and giving something. The sadhak who has the samskara-born habit of doing Kriya with this type of desire for results – that is the one who is vaishya. Even so, this one is “dvija” [twice born; initiated] (Chapter 17, sloka 14 [of the Bhagavad Gita]). By continuously practicing Kriya, this one will go gradually higher and higher by this alone, and attain Emancipation.

And the one who is deeply attached to spouse and child, does not want to do Kriya, is afraid, cannot do, yet whose heart always wants to serve those three types of sadhaks – that is the one who is called shudra. These good-hearted ones, upon continuously doing those kinds of service, and going on continuously hearing the discourses on the spiritual knowledge of the Self from being in the company of the sadhaks [sages], attain the Supreme Blessing."
45,"By endeavoring in each one’s particular duty (ordained according to rightfulness), human beings attain perfection. How the human being attains perfection in being engaged in work that is natural to that person – now hear about that. ","In the beginning, the sadhak [aspirant] will examine him/herself and find out “what is this person?” Whichever caste the sadhak’s mind accepts him/herself to be – he/she will perform the dutiful work according to that. Because brahmin is higher than all others, the other three castes should not perform actions/duties that are appropriate for brahmins. One should engage in works appropriate to one’s own caste, and endeavor to rise up to the level of the character of the caste just above one’s own. One should not try to skip this and jump to try to be greater. Being engaged in this kind of action, one attains “samsiddhi” (Supreme Blessing). How that Blessing is attained – that is being said (in the very next sloka [18:46]). Listen. "
46,"That from which the living beings arise, the One by Whom all of this is pervaded – by glorifying (worshipping) That One through one’s own natural duties, the human being attains perfection.  ","God is One without a second. He is in all beings and is Omnipresent. He is the Cause of creation. Thus it is from Him that the living come forth – meaning: arise. And it is only He Who is the ordainer of the fruits of actions. That is why it is from Him that the living beings get their engagements – meaning: endeavors. This means: the karma-bound jiva [individual soul], in order to experience the fruits of previously done actions, is born in appropriate lineages according to the Lord’s infallible justice, and gets the mental tendencies according to that [lineage].
 
God, according to the divisions of the qualities in actions, has created brahmin, kshatriya, vaishya and shudra – these four castes, and has ordained the natural duties for each of the castes. The caste in which the human being is born, such as brahmin etc. – that is due to the fruits of one’s own actions, but, due to the ordinance of the Lord, it [the birth] is to experience one’s previously gathered fruits of actions. Immediately upon taking on the body, the sanchit karma [previously gathered actions] that come forth to face one to bear fruits – those are called “prarabdha karma” [previously bound karma] – meaning: the karma that is starting to bear fruit [right away]. The body itself is the whole of prarabdha karma. Prarabdha karma is not removed unless it is experienced. But if that experiencing is done without attachment, when there is always an unattached mind, the karma is destroyed. Otherwise, if one does it with attachment or hatefulness, one again has to fall into bondage. That is why there is the system of performing acts and experiencing prarabdha without affection and repulsion. Thus, brahmin, kshatriya, vaishya, shudra – no matter in which lineage one takes birth, prarabdha has to be experienced. No one escapes from prarabdha, whether one is a saint or an infidel. Prarabdha is the fruit of one’s own [previous] actions. Therefore, this [prarabdha] itself can be called “svakarma” [one’s ordained duty]. If I am born in the lineage of shudras, then it will have to be understood that this is the fruit of my own actions or the ordainment of the Lord. Knowing this, and thereby not despising the duties or ways of being shudra, or not being indignant, I have to follow that path of action without despondency. That shudra-karma [duties of shudras] is at that time my “svakarma” [my ordained duty]. In whichever caste I take birth, the duty of that caste is my “svakarma.” By remaining detached and remaining engaged in one’s own duty, and thereby taking recourse in efforts towards the divine, one has to worship that One Who is within all and pervades all. Mind and energy have to be thrown into Him according to the methods instructed by guru. It is only then that I will gradually progress, become purified in heart, and attain perfection. This is the only way for humans to attain perfection – meaning: remaining in one’s duty and worshipping the Lord [while doing one’s duty]. All castes have the same system. And if I, no matter in which caste I take birth, despise and abandon the duties of that caste and do the work of another caste, and being under the power of egotism, “I am also a human being” – thinking this – try to become the same as of a higher caste – then, whether I worship God or whatever it is that I do – far be it to talk about cutting the bindings of my karma [actions and their fruits], they will only go on increasing. This is because: even if I am praised very much by people outside, my mind will not leave me. At that time, in my consciousness, my impressions of my despising and the impressions of egotism will rise up, and will for sure and infallibly attack with doubt and grief. And at the time of death as well, I will fall to the magnetism of those impressions. Thus, then I will be tied up by an abominable bondage, and (Chapter 16, sloka 19 [of the Bhagavad Gita]) accordingly, I will be thrown into a demonic womb.
 
God succumbs to devotion alone. In the path of devotion, there is no separation of rightfulness. This is because: in this, there are no particular acts that have to be performed that need certain strengths or capabilities. In this there simply has to be resolute faith from a pure heart. Therefore, everyone can remain doing the duties of one’s own caste and practice devotion. With this power of devotion, “striyo vaishyAstathA shudrAste’pi yAnti parAṃ gatim” [even women, vaishyas, shudras attain the supreme destination]. Doing each one’s own duties – meaning: one has to practice devotion while being engaged in stoically doing the duties of one’s own caste. It does not happen in another way. “Lojja, ghrina, bhoy, tin thaakte noy” [Bengali phrase regularly said by Sri Ramakrishna Paramhansa, meaning: shame, despising, fear – if these three are there, then it will not happen]. Just as: if one falls into unfathomable water, one has to take recourse in that water itself, keep an aim for the shore and swim towards the shore; it is only then that one can get out of the water. There is no other way to get out of the water without taking recourse in the water. In the same way, it is by taking recourse in one’s own duty that one must keep the aim on God and become engaged in worship. Then karma [action and fruit] is relinquished.
 
To sum it up, in order for the human being to attain perfection, two things have to be done. The first is to be engaged in one’s own duty without having a sense of either honor or dishonor, and with having an unattached mind at all times. The second is worshipping, in that way [while being dutiful], God Who is in every heart and Omnipresent. This worshipping is a worshipping of great magnanimity. Here, the Lord does not mention any name or form of a deity to be worshipped. He only expressed, “yatah pravṛttirbhootAnAṃ yena sarvamidam tatam” [the one from whom all beings come forth, who pervades all this]. Here there is not a bit of a feeling of any religious order/lineage. By the usage of the word “pravritti” [endeavor; perform], it can be understood that “endeavoring” on the path of “nivritti” [spiritual withdrawal] through the performance of [spiritual] yoga is the method of this worship. Thus, effort according to the work is required. Through the effort in performing Kriya, and thereby worshipping that All-pervading, All power-causing One Who resides in all beings, perfection is attained."
47,It is better to do “svadharma” [one’s ordained life-path] imperfectly than to perform another’s dharma [life-path] well. No one incurs sin by doing duty born of one’s nature. ,"The duty born of one’s nature, or “svakarma” [one’s ordained duty] is being called “svadharma” [one’s ordained life-path] here. Thus, the duty born of one’s nature for the brahmin – brahmin-karma – is the svadharma of the brahmin. The natural duty of the kshatriya – kshatriya-karma – is the kshatriya’s svadharma. The natural duty of the vaishya – vaishya-karma – is the svadharma of the vaishya. And the natural duty of the shudra – shudra-karma – is the svadharma of the shudra. These four castes that are there – for any one caste of these four castes, the dharma of the other three castes is “paradharma” [the others’ dharma]. The word “viguna” [imperfect] means “with errors.” Concluding that the act of killing the elders gathered opposite to him in war is “viguna” [incorrect] – meaning: with errors or sinful, the sadhak Arjuna decided that the beggarly way is the way that can be properly enacted [due to the situation] – meaning: it would be commotion-free, peaceful and sinless. But “guNadoShadṛshirdoShah guNastu bhayavarjitah” – meaning: to see error is itself an error; to see virtue is also an error; seeing none of either error or virtue – that is the real virtue – Arjuna did not bring this into his understanding. He saw his “svadharma” of killing enemies in war as erroneous, and the “paradharma” of beggarliness as virtuous. That is why the Lord made him look at the dharma of his caste and said, “Even if others’ dharma is carried out well, the imperfect performance of one’s own dharma is better.” This is because: that seeing of error in one’s own dharma and see virtue in another’s dharma – that is the operation of egotism. Egotism tightens the bindings of karma. And again, if, due to the power of egotism, one’s own dharma is relinquished, then one is always bound to the impressions of errors and virtues. At the time of death, those impressions are awakened by the mind in the chitta [general personal consciousness], and make one take on a thinking state according to that. And therefore, instead of going beyond thinking states and attaining Emancipation, one has to wander about and around in the bondage of samskaras [impressions]. For this reason, the Lord is saying, “Not seeing errors and virtue, and staying to one’s own duty with always having an unattached mind, and worshipping that Ruler of all, there is the attainment of perfection.” Sin does not touch one if one is doing the duty born of one’s own nature. No matter what the duty born of one’s nature is, it is the fruit of one’s own previously done actions. It is now standing there in the form of “prarabdha [karma]” [fruits bound from the previous actions]. Thus, without experiencing that with detachment, that will not be destroyed. This is the reason that one’s own dharma is better than another’s dharma.
 
In this chapter [18], the Lord, having shown the states of the four castes of sadhana to the sadhak Arjuna, is engaging him to his “svadharma” [Arjuna’s own way according to his caste]. This commentary has been written in accordance with the following of the dharmas of the castes of sadhana. (See the commentary to the next sloka [18:48].) The way in which the commentary has been directed regarding “svadharma” and “paradharma” in Chapter 3 [of the Pranab Gita] – the sadhak should also be attentive of that. The reason: resultantly it is the same for both. That is why that commentary too is mentioned here.
 
“Viguna” [in this case: beyond the gunas] – “vigata guna” [when the gunas are gone], “nistraigunya” [devoid of the three gunas] (Chapter 2, sloka 45 [of the Bhagavad Gita]) – meaning: after merging, the Settlement in Brahman that is there – that is “svadharma” [one’s true way]. If one is not able to stay locked in it, coming down after the breaking of samadhi and again working and making effort to get samadhi – the coming and going is also better [than going to the worldly experience]. But “paradharma” [not one’s true way] – meaning: performing Prakritic dharma beautifully – meaning: remaining only with the functions of the forms of the worldly experience – is not better. And that Kriya that I am doing in order to attain that Settledness in Brahman (remaining with attention on Brahman at that time) – that is called “svabhavaniyata karma” [action that is ever connected to one’s true nature]. In this state, even if there is contact with the three gunas, one does not fall to the powers of Prakriti. To succumb to the powers of Prakriti is actually that which is called “sin.” (See Chapter 3, sloka 35; Chapter 5, sloka 10 [of the Bhagavad Gita].)"
