Verse Index{hide},Pranab Gita Translation,Pranab Gita Commentary
33,"Therefore, rise up (for battle). Gain fame. Defeat your enemies and enjoy prosperous kingship. All of these (your enemies) have already been killed by Me even before the war. O Savyasachin [ambidextrous one]! You are merely an instrument [for the inevitable event to take place].","Therefore, there is nothing for you to fear any more. Everything Prakritic, such as the reflected consciousness etc. – all of it is just an illusory trick of the Maya-enjoying ahamkar [false “I”; ego]. The day that the jiva [soul] forgot the True “I” and took its place in the false “I” – it is from that day onward that the soul took up the dharma of death. So, what reason do you have now for being despondent?! All of them, due to inevitable law, will have to be consumed by Me as Time anyway. Therefore, rise up to do battle. “UttiShTha” [rise up] – rise up to do battle. At the time of battle, the warrior in the chariot has to sit steadily and firmly in a kneeling position with the buttocks resting on the feet. Instead of that, Arjuna, falling under the spell of having compassion and concern for relatives and his own people and such, put down his bow and arrows, took his legs out from that position and sat in a lax and squatted form in the chariot. That is why the Lord is now saying, “uttishtha” [rise up] – meaning: get up and sit in a way appropriate and conducive to fighting. At the time of sadhana [meditation], the very same condition comes upon the sadhak [meditator]. After respite, the sadhak too has to sit up – meaning: taking the legs and fixing them in the seated position according to instructions, making the spinal column straight and upright, and holding the chest held upwardly straight, one has to make the body firm [in the seated position]. And then, the mind has to be fixed at the “pa” place above the five elements – meaning: the mind has to be established on top of the “granthi” [junction]. Sitting upright in this way, one has to do Kriya of pranayam and such. This actually is the instruction given in this sloka through the usage of the word “uttishtha.” After that, the Lord is saying, “yasho labhasva” [gain fame; renown]. What is “yash” [fame; renown]? “Yash” [renown] is the expanding of the dominion of the Self throughout all, resulting due to the practice of good works. Before attaining perfection in sadhana [spiritual practice], the Prakritic state remains predominant; the dominion of the Self remains subdued [before attaining perfection]. When perfection is attained, the Prakritic current becomes powerless. At this time, the current of the Self reigns with power. That is “yash” [renown]. That is the beginning of “Kaivalya” [Only-ness] – meaning: letting go of everything except “I”, one becomes the “One and Only” – the state where contraction is destroyed and One is the Expanse. “JitvA shatrun bhungshva rAjyaṃ samṛddham” [being victorious over your enemies, enjoy the prosperous kingship] – (see the commentary to Chapter 2, sloka 8). Be victorious over the enemy-side – meaning: conquer the evil tendencies such as lust, exemplified by Duryodhana and such, and enjoy the problem-free kingdom/kingship – meaning: be jivanmukta [Liberated while alive in the body]. And until the body is discarded [until physical death] – like the way the sky does not experience the chaos and force of an intense storm because it is unattached to the storm – in the same way, you as well remain unattached, and go on enjoying Maya and the Goddess Maya’s enjoyments. Finally, He [Sri Krishna] says, “O Savyasachi [spelling variation], I have already killed all of these [beings; attributes]. You are just an instrument [for the event to take place]!” Through this statement, the Lord has resolved a very complex issue. In samsara [the worldly experience], human beings have lost their sensibilities by believing in the egoistic worldly experience and saying/believing, “I am the one who is doing; I am the one who is doing.” No, no. The human being is not the doer. The human being is only the instrument of action. The ordainer of the fruits of actions is another Ruler, Who is One without a second. Thus, the human being only has the right to act, not the right to the result. By being an instrument, the human being may begin an action – [like] mixing together two or more substances, such as pulverized limestone and turmeric. This operation of mixing is the only bit that [the human being] is capable of doing. But the chemical reaction that takes place that causes the red color to come forth due to the mixing together of pulverized limestone and turmeric – there is no adeptness of the human being that makes that happen. That is the law of the Governor. That law does not change. If turmeric and limestone powder are mixed together, the mixture will become red for certain. It will not become black or some other color. In the same way, if two parts “jalajan” essence (hydrogen) and one part “amlajan” essence (oxygen) mix together, then, for certain, water will be the result. No one can create a different result out of it. All of these types of fixed laws have existed before creation. Thus, whenever that type of action is that will take place – at that time, the fruits of that action will be according to that [action]. In all of the matters of creation, the relationship of karma [action] and karmaphala [results of actions] solely follow this system. The human being is only an excuse/instrument. The ordainer of the fruits is that One without a second, Unimaginable Person in the Form of “I”. Now, this time that has arrived (whether you see it as historical, or as yoga-sadhana) – in this too, that same law is present. Before this standing in the middle area between the two sides of soldiers took place, all of the actions that had happened to bring about this war – [including] the attainment of “savyasachi” [spiritually ambidextrous] that has come about due to the practice of “yama” [stopping of unspiritual actions] and “niyama” [practicing of spiritual actions] and other such practices of the limbs of yoga – the inevitable fruits of [such actions that have already taken place] are now being realized. The inevitable consequence is happening. If at this very time the weapon in the form of pranayam is applied, the lower vrittis [functionalities; automatic tendencies], such as those represented by Duryodhana and such along with Bhishma and Drona and such, will most certainly be annihilated. It will happen automatically. All of those are, already beforehand, “mayaiva nihatAh” [killed by Me, verily] – meaning: the fruits ordained by the Ordainer, the “I”, are already set according to law. Now there is no way of making another kind of result come about. Doing pranayam is only using an instrument/excuse [for the event to happen]. The state to which the sadhak [spiritual practitioner] has now come, upon having become “savyasachi” [spiritually ambidextrous] – because of that, whether he/she wants to or does not want to, the sadhak will have to participate as the instrument. There is no way the sadhak will be able to avoid that. This is because: “svalpamapyasya dharmasya trAyate mahato bhayAt” [even a little of this dharma delivers one from great fear] – according to this statement, the sadhak will never again have to become wrapped up in the earthly part [of being]. And after that: “purvAbhyAsena tenaiva hṛyate hyavasho’pi sah” [due to prior practice, one is carried forward, even without willing to do so] – according to this teaching, the sadhak will most certainly have to go towards Brahman, regardless of his/her will. Later, “kartuṃ necchasi yanmohAt kayisShyasyavasho’pi tam” [because of your actions and your nature, you will do even that which, because of delusion, you do not wish to do] – according to this statement, the sadhak will be forced to act, even if the sadhak does not wish to do so, due to being under the power of results of his/her own karma [previous actions]. Thus, the sadhak has no way of escaping this. The actions that have already been done – the sadhak inevitably has to take part in their results. If now the sadhak exerts his/her own will and does not become the instrument, then the sadhak will not attain “yash” [renown] – [meaning:] the spreading of the State of the Self over Prakriti; the sadhak will not enjoy “asapatnaṃ ṛddham rAjyam” [unrivaled, prosperous kingship], and neither will the sadhak attain the everlonged-for “jivanmukti” [Liberation while living in the body]. The sadhak will fail. And because of that unfulfilled longing [due to not participating in the spiritual task], the seed of samsara will remain in the sadhak. Therefore, the sadhak, under the power of time, will again, for certain, have to return to the path of samsara. This is because desire has such a quality – that it will have to be fulfilled at some point. Without experiencing the result of the desire, the karma will not be dissolved. — Begin Footnote. — Whatever endeavors/rites are taken to attain a wanted thing – that effort for the wanted thing is itself the craving. That itself is the bondage. Without experiencing it, it does not dissolve. And the endeavors/rites that are taken without the wanting of a result, that is not actually a desire. Therefore, that is not bondage. Its result does not come about. Nevertheless, that [act] does cause the consciousness to be distracted and hampers the performance of karma [spiritual practice]. — End Footnote. — If there is no wanting, then no goal remains. But that is impossible because the root cause of taking action is desire itself. Thus, one cannot become desireless without having experienced the fruit of desire. The brilliant example of this is in the enjoyment of the kingdom by Dhruva [a mythological character]. And now, if the sadhak does desire to take part and becomes the instrument, then the State of the Self will expand through and over all, and the sadhak will attain the renown in the form of having conquered Prakriti. Through the attainment of the state of jivanmukta, the sadhak will satisfy all wants, and thereby all of the seeds of desire will be destroyed. Therefore, the sadhak will never again enter samsara! That is why the Lord is saying: “Through the law of karma, I have already killed all of these [beings; attributes] (meaning: what will happen or not happen, I have predetermined that); you just be an instrument, and end your prarabdha [karmic consequences from previous lives] through experiencing [that which you must] and attain the samadhi which has no seeds [of the worldly experience].” If the sadhak who has perfected the seated posture simply performs the “sahaj karma” [natural/easy act], all [spiritual] operations take place automatically. All of the fruits of yoga come about. Laying down on a bed, as sleep overcomes one, one experiences many states with numerous kinds of sights and sounds due to the fruits of previous actions. But all of that is unreal. Similarly, if one sits in a steady posture and goes about doing Kriya according to guru’s instructions, “yoga-nidra” [yogic sleep] comes automatically, and “prabodhsamay” [time of knowing] comes. At that time, one knows, and, as well, one attains the realization of the non-dual Self (“AtmAnamevAdvayam” [the Self, verily, is not two]). All of that is the Truth and not delusional. Just sticking with doing the karma [spiritual act] while sitting in the steady posture, just as one simply lays in bed, is that which is called “being an instrument.” The inevitable fruit of being an instrument in that way is this: by abiding in the State of the Self, all of the desires of samsara [latent and evident] and the lower vrittis [functionalities] that support such desires are completely annihilated. No possibility of them ever rising up again remains at all. The Lord, addressing Arjuna as “Savyasachi,” is actually showing him that he is perfectly fit to be the instrument. One whose right and left hands/arms work with equal adeptness – that is the person called “Savyasachi.” When, for the sadhak, the vayu [vital-air] is truly moving in the sushumna, then the dual motion of exhalation and inhalation flows equally and easily through both nostrils. And the drawing and expelling movements of the vayu also become equal. The ten-finger-length entering and the twelve-finger-length exiting also are resolved. There are no hindrances at all. The one who is in this particular state – that is the one who is called “Savyasachi” [at ease with both]. In this state, non-attachment takes over the sadhak. The non-sadhaks commit the error of not being an instrument even in this state. That is why it is being said, “Only be an instrument.” "
34,"Kill Bhishma, Drona, Karna, Jayadratha and the other heroic warriors, all of whom have already been killed by Me. Do not be afraid. Fight. You will be able to conquer the enemies in war","“Bhishma” = ego born of ignorance; “Drona” = intellect born of samskaras [latent tendencies/impressions]; “Jayadratha” = anxiousness or the fear of death; “Karna” = attachment to obligatory work (see Chapter 1, slokas 8-9); and the other desire-associated warriors – they have already died because of having taken refuge in that false “I”. And Arjuna! You? You, abiding in the Real “I”, have already become victorious over the adversaries in war. Where is there any fear in this?"
35,"Sanjaya said: “Hearing these words from Keshava [Sri Krishna], Arjuna, trembling, bowed to Krishna with joined palms, and, with great fear, prostrated to Him and spoke in a faltering voice.”","The unperfected sadhak cannot remain in the Settledness in Brahman for very long, nor can he/she move to a higher place with the current of the upward progression for long, if the experiential analysis remains. Therefore, one has to come down. The experience that is realized after coming down – that actually happens from the Ajna-chakra. The five elements such as earth etc. are in the five chakras such as Muladhar etc. Those five elements are, verily, “sarva” [“all”]! The Ajna-chakra is above those five. If the lower five are not conquered, then one cannot have the right to abide at the Ajna-chakra. The sadhak who abides at the Ajna-chakra – that is the one who is “panchajayi” [five-conquering]. That one can be said to be “sanjaya” (“saṃ” [with] + “jaya” [victory]). (See Chapter 1, slokas 1 and 21.) “Keshava” – “ke” = in water; and “shava” = dead body [corpse] – meaning: after dissolution, the One Who remains in repose in the water of dissolution, like a limitless corpse, as salt in salty water – the state in which the joy of creation – meaning: “arising-ness” – and the despondency of destruction – meaning: dissolution (the departure) are not there – the One Who is in this state – that is the One Who is called “Keshava” (see Chapter 10, sloka 14). When the sadhak comes down [from above] after having experienced the State of Keshava – the resulting intoxication from the mixing together of the memory of that previously experienced State of Keshava, the feelings of Keshava, as well as the consciousness of the current state – just that much is the experience of “hearing Keshava’s words.” “Kritanjali” [reverence with joined palms]: at this time, even if the attention is upward, there is no power to ascend. However, because the attention is upward, the downward movement is blocked as well. This conjunction of the two directions bringing about a stupefied state – this is that which is called “kritanjali.” “Vepaman” [trembling] – [the explanation follows]. The substances to be experienced are now present. At a time like this, before contact [with the substances], the inner trembling that comes about due to a weakness born of intense attachment – that is called the state of “vepaman.” “Kiriti” means dressing up the head. The consciousness of the sadhak who is still unperfected yet is full of tremendous enthusiasm in every way is “kiriti” – meaning: the sadhak who is at the head of every sadhak in deed and qualities – among the sadhaks, he/she is the one who is called “kiriti.” The mixing together of the vrittis [movements] of great joy, great sorrow, great fear, great astonishment, great affection, great enthusiasm and such – when they unite and try to come out from within – the choked speech that happens along with the eyes filling with tears – that is called “gadagada.” “Bheetabheetah pranamya” – when the above-mentioned states appear together in the heart – at that time, the sadhak becomes afraid again and again, fearing “oh I may lose everything I hold dear.” All of the bravado of one’s own ego disappears, and drooping down, one can no longer adhere to the [usual] force of vayu [vital-air] within. [At this time,] one draws and expels inhalations and exhalations that are beautiful, hindrance-free (easy) and long. The functionalities of the worldly experience completely end. And due to the presence of Divine Experiences, the movement of breath flows up and down exactly in the middle of the brahmanadi. That is called “pranam” [reverent bowing]. At this time, the love that spontaneously blossoms forth for the Bestower of Liberation – that is the bit that is hinted at as “speaking to Krishna.” In this state, no vritti [functionality] that is Mayic (reflected consciousness, samskaras [latent tendencies/impressions] born of previous karma [acts] and obligatory duties etc.) is able to come forth. Thus, Emancipation or Eternal Peace, born of the destruction of desires and the victory of sadhana, comes about inevitably. Because this firm knowing manifests, the statement “Sanjaya said” is made."
36,"Arjuna said: “O Hrishikesh [Sri Krishna]! The world sings of Your Glories in praise, joy and delight. The demons, in fear, are fleeing in all directions. And all realized beings are bowing in reverence. All of this is rightly so.”","Returning to his/her natural state, the sadhak, again remembering the previous experience, is saying within him/herself, “O Hrishikesh [Self]! That the world will be enamored with You upon seeing your supernatural Glories – of course it should be so. And on this path, I am seeing that the torturous, evil demons (enemies such as lust, anger etc.) are fleeing in fear in all directions. And it is as if the world is brimming over with ecstasy and delight. (When the sadhak experiences the seeing and remembering of the incredible vision in the state before the paravastha of Kriya [poise after Kriya] and the paravastha of the paravastha of Kriya [state after the paravastha of Kriya] – at that time, the sadhak becomes intoxicated in that Cosmic Bliss.) Those who have received the attainment of attainments – all of those great ones are looking at You with one focus, and via pranayam, have made ‘You-I’ as one, and are bowing to You. Lo! How absolutely true! And this happening is also very right. O Lord! How to sing Your praise – that I did not know before. But now I see that upturning the tongue and driving the prana in the anulom-vilom way from the Muladhar according to the proper method (that which makes ‘You-I’ One) – that this is actually the real singing of Your Glories.” "
37,"O Great Spirit! O Infinite One! O God of gods! O Abode of creation itself! You are bigger than even Brahmaa [creator principle] and are the Primordial Lord/Operator. Is it possible that everyone will not bow to You? You are Indestructible, and You are That which is beyond the existent and the non-existent (That Itself). ","The spider spreads out the web from within itself. Bugs, arachnids, mosquitos, flies [and such] fall into that web. Some escape; some die. And then the spider gathers in that [previously] spread out web into its own body. But there is a resting state before the spreading of the web and after the withdrawing of the web. I am seeing that the case of the progenitor of creation – Brahmaa – is the same. The resting state that is there before creation and after its dissolution – that is called “Hiranyagarbha” [the Golden Abyss; the Golden Womb]. Gold is the king of beauty. One can become entranced by gold when staring at its beauty. In the same way, the universe is filled with immense beauty; whatever you look at – that very thing entrances [you]. The one who, like the spider’s web, holds the universe in the womb/cavern within himself before creation and after dissolution – that is the one who is “Hiranyagarbha” or “Brahmaa.” This huge universe, the breadth of which the mind cannot even fathom – this very universe remains within Brahmaa’s belly. Think about it – how big Brahmaa’s form must be. At the time of rest, the One upon Whom even that Brahmaa rests, how big that resting place or that support of that Brahmaa is, and what It is – forget about mind and intellect [figuring it out] – it is even beyond the comprehension of that Brahmaa himself. Thus, He [the Lord] is “gareeyasa” – even bigger than Brahmaa. On a foundation, the emergence and existence of its tenants takes place (like the sweat-born, eggborn, seed-born and womb-born beings living on the Earth). Thus, the foundation is prior to the tenants and their creator/lord. Because he is the creator and the holder of the universe, the lord of the universe is Brahmaa [creator]. That is why the support/foundation [the Lord] of that Brahmaa has the name of “Devesha” [God of gods]. “Sat” = that which is “vidyaman” [present/known]; “asat” = that which is “avidyaman” [not present/unknown]; “akshara” = One Who cannot be destroyed, That Which cannot be exhausted. “tat” = That Vishnu’s Supreme Beingness; and “param” = Brahman. Dear sadhak! So, let us look at sadhana part; shall we?! “Vidyaman” – whatever there is that you know; “avidyaman” – whatever is not known by you – all of that remains in that Brahmaa and the golden place within his belly (meaning: within the universe and within the sheath of the universe – “Hiranyagarbha”). And that Foundation, for Whom there is not even a bit of change – on Whom everything is and is happening, yet He Who is devoid of diminution or perishing remains as He always Is – That is your One without a second – “tvam” [You]. Thus, that “tvam” is verily “Vasudeva” [the Omnipresent One]. That is why it is being said: “O Great Spirit! O Infinite One! O God of gods! O Abode of creation itself! When You are like this, then if I don’t bow to You, then whom else shall I bow to, Lord?”"
38,"O Infinite One! You are the Primal God and the Ancient Person. You are the place where this creation ends. (You verily are) the Knower, the Known and the Supreme Abode (State of Vishnu). All of creation is pervaded by You. ","Previously, the sadhak saw the Universal Form in the “place.” Now, the sadhak is seeing the “place” in the Universal Form. “TvamAdideva” [You are the Primal God] – O Lord! I see that You are Prior to even that which is first. Laying down in this city of Maya, You have taken on the name of “Purush” [Person]. Everything has an end. Only You are the Endless Eternal. You are the final place, or abode, of rest [resolution] for these names and forms. Whatever there is to be known – only You know all of that. And then again, whatever there is to be known is also You. O Infinite One! You are in this creation, and this creation is in You, like water and sugar in liquified sugar-water. That, verily, is “Param” [Supreme] (Brahman). "
39,"You are “vayu”; You are “yama”; You are “agni”; You are “shashanka,” “prajapati” and “prapitamaha.” A thousand salutations to You. Salutations to You again, and over and over again, salutations to You.","“Vayu” means that which carries. O Lord! Whatever there is that has a beginning and end – You are holding that and carrying that on Your own Body. That is why You are “vayu.” You are “yama” as well (Chapter 9, sloka 29); You are “agni” too (Chapter 9, sloka 16); You are “varuna” as well (Chapter 10, sloka 29). The word “shash” means “reproachable” or “defect” (that which is to be discarded), and the word “anka” means “haunch” or “lap.” The light that is the Eternal Light, the permanence which is Eternity – the illusory vision that is had by placing the impermanent, non-illuminating Maya on the Lap of That [Eternal Light; Eternity] – that is the state of “shashanka.” This is also You. That is because everything is within You. “Prajapati” – the group of creators who create the lives in the world of living beings; they are the creators or fathers; because of them, the living beings are born – [prajapatis] such as Daksha, Kardam, Kashyap [mythological figures] etc. This is also You. Their father is Brahmaa [creator], that is why he is “pitamaha” [grandfather] and that is also You. That Brahmaa has arisen in the lotus from Your navel. That is why You are “prapitamaha” [great-grandfather]. Thus: O Father! O Mother! O Supporter! O Savior! Salutations to You! And I bow to You again and again!"
40,"O Spirit of all! Salutations to Your front and back. I bow to all of Your sides/directions. You, the One with Infinite Ability and Unlimited, Boundless Might, are fully pervading the entire creation. Therefore, You are all. ","I bow to Your east side. I bow to Your west side. Your north, south, southwest, northeast, northwest, southeast, up and down – I bow to all of Your sides. O Lord! This “sarva” [all] (creation) – it is manifesting in You and dissolving in You as well. The grandeur and potency of this “sarva” is very little – meaning: limited. And You? You are Unlimited. Like liquidity in water – You are existing in this “sarva” [all] in that way. And “sarva” is on You like water is on liquidity. So, You are Infinite. Therefore, Your Potency and Grandeur/Valor are also Infinite. O Infinity! Prostrations to You."
"41,42","O Achyut [Indestructible; Vishnu; Sri Krishna]! Because of not knowing this Grandeur of Yours, and because of having erroneous perception, and because of feeling ordinary friendliness, and thinking of You as merely a friend – the way that I have addressed You, such as: “hey Krishna, hey Yadav, hey friend” etc., which I have said at times with impetuousness, and because of having fun, the way that You were sometimes treated disrespectfully [by me] in front of everyone during times of relaxation, resting, sitting or dining – I pray for Your forgiveness, O Immeasurable One. ","O Lord, You are the Greatest of the great. Not knowing your Glory, thinking that You are someone of my own age, and falling into a usual and friendly relationship due to erroneous thinking, I addressed You with names like this: “Hey Krishna, hey Yadava, hey friend” etc., even though You are the Immeasurable. All of the things I said [to You and about You] due to being under the influence of the gunas, and the disrespect I showed You, either directly or indirectly, while resting, dining, playing etc. – O Achyuta [Indestructible One], please forgive all of those mistakes that I made. "
43,"O Incomparable Glory! You are the Father of this world of the moving and non-moving, the venerable Guru and the Guru of gurus. There is no one comparable to You in the three worlds. Where is there anyone greater than You?","You are the Father of the worlds in creation, from inert matter to living beings. This is because all of this is arising from You alone. Not only that – to this creation, You are the Worshiped One, and You are the Guru even of the gurus. In all of this, there is no one at all who is beyond You. There is no way to fathom Your Radiance (Power) in these three worlds. Your Power is beyond the powers of the twenty-four Prakritic substances. That is why You are the Incomparable Power. You are One and without a second. "
44,"O Lord. Therefore, I put my body down straight and prostrate to You fully so that You, the One Who is the Director of all and the Most Revered, may be pleased. As a father forgives his child’s errors, as a friend forgives a friend, and as the beloved forgives the lover’s wrongs – like this, please forgive my wrongs. ","“Kaya” is the middle part of the body – meaning: the whole area with the spinal column. “Pranidhyaya” [prostration] means to hold the body down in a prostrated position in order to receive blessings from God. This is the process of doing “pranam.” This is a very high process in sadhana [spiritual practice]. This means: upon making the body straight and firm, it has to be thrown down. The meaning of “throwing down” is this: through the guru-instructed process, one has to rise above the five elements; right as one goes above, as mind and body separate from each other, and one thereby takes abidance in Chit [Knowingness], the “praNidhAya kAyam” [prostrating the “kaya” [see first line of this commentary]] happens. (This state/happening is known by oneself in sadhana [meditation].) Upon being settled in this state, through the aid of Atma-mantra, and by putting the mind adjoined with Nada-Jyoti into the Vishnu-ness, the happening of “prNamya praNidhAya kAyam” [bowing the “kaya” in a prostrated position] comes about. This Kriya is above the Ajnachakra; it is a mental Kriya devoid of body-identification. With this Kriya, God is pleased. — Begin Footnote. — That is why Lord Ashtavakra [a sage] has said: “yadi dehaṃ pṛthak kṛtya chiti vishrAmya tiShThasi; adhunaiva sukhee shAnto bandhamukte bhaviShyasi” [if consciousness is separated from the body and you abide in this repose, there will be great contentment and peace, and freedom from bondage]. — End Footnote. — The analogies/similes of making appeasement are of three ordinary types which are also natural [to a human being], such as: a friend to a friend with similar feelings; a lover to a lover, and the way the feelings are for the father in regard to the child. Just as there is no holding onto judgment regarding these wrongs, and just as forgiveness is ever there [in these relationships] – [I ask] You [to] please forgive all of my wrongs in the same way"
45,"O Lord! Seeing this previously unseen (Cosmic Form), I am delighted. But my mind/heart is unsettled with fear. Therefore, please just show me that [more pleasing] Form. O God of gods! O Abode of creation itself! Be appeased.","What I had never seen before – seeing that Form of Yours, I am ecstatic. But by falling into the torrential waves of this Form without having any previous connection, my mind/heart is unsettled with fear. O Abode of creation itself! Be pleased with me. Show me that shadowless, Radiant, Godly Form from before."
46,"I want to see You in that Form, with crown, mace/club, discus in hand. O thousand-armed Cosmic Form! Appear in that four-armed Form. ","O thousand-armed Cosmic Form! Subdue this Cosmic Form of Yours. The form that You showed as Yourself at the time of Your [human] birth, wearing a crown on Your head, and holding conch-shell, discus, mace/club and lotus, the four-armed Form that cast away the fear of Devaki and Vasudev [short “a”; Sri Krishna’s father], the Form that gave them security – show me today that fear-destroying, Peaceful Form and reassure my heart. I greatly desire to see that Form of Yours. "
47,"The Lord said: “O Arjuna. Being pleased, I revealed to you this Splendrous, Universal, Infinite, Primal and Supreme Form through My “Atma-yoga” [see commentary below], which no one other than you has previously seen.”","Again, the sadhak is resolving the previously seen “lilas” [sportings] through his/her own experience. O Arjuna! The manifestation of this incredible, living vision that you have just seen, from the perspective of a subject of the world of beings/planes – this happened because of My “prasannata” [being pleased] – (“pra” + “sad” = going + “ta”) – meaning: this is the definition of feeling something as one’s own. That experience of that and the repose that follows – that is called “prasannata” [being appeased]; this is because: for as long as there was any vritti [functionality] within the antahkarana [the whole mind] with the adjunct “mine,” for that long you could not make the space to see the play of that Incredible, Lifegiving Power. When you left your “I” and “mine” and fell into the True “I” – only then did that [cosmic] event of yours – previously unseen – take place. This is verily that which is called “Atma-yoga,” by which you saw that Primordial, Infinite, Supreme Form – meaning: the Form that is beyond all forms. There is not a single fragment of a particle of earth in any of That. It is simply the ultimate sport of the moving creation, light-filled and built on splendrous energy. When one ascends through the middle of the brahmanadi to the Sahasrar and pierces the light and merges the mind [in the Divinity], this state is experienced/known. The way that you saw this – it can only be seen by being in this way. If it is not so, no one else can have it."
48,"O Kurupraveera [Kuru hero; Arjuna]! Not by Vedic sacrifice nor [Vedic] study, not by charity, not by any Kriya[s], and not by intense austerities is anyone capable of seeing this Form in this human-world other than you. ","“Na vedaih” [not by the Vedas] – (the root “vid” means “knowledge”) – if one comes to the state of “Jnana” [Supreme Knowledge], this [cosmic event] cannot be seen, because at that time there is no existence of seen and seer. “Na yajnaih” [not by sacrificial fire] – for as long as there is taking and giving – for that long – meaning: if the functionality of giving and taking are there, this [cosmic experience] does not happen. “Na adhyayanaih” [not by study] – as long as there is the work of gathering up the intellect from its being spread about in sound, touch, sight, taste and smell, and returning it to its own place – for that long this cannot be seen. “Na dAnaih” [not by charity] – when the activity of letting go remains, even as a renunciate, this does not happen. “Na kriyAbhih” [not by Kriya] – for as long as one is able to drive prana according to guru’s instructions – even in that activity, this vision does not appear. “Na tapobhirugraih” [not by intense austerities] – for as long as there is this triune state of sweat, shaking and movement during the practice of Kriya, this bit does not happen. This Form of the Self reveals Itself to the sadhak right at the still point before the “I” merges into “I”. O Kuru hero, there is no second road leading to this."
49,"May you not be pained by seeing this terrifying Form of Mine, and may you not become confused either. Be free of fear and be happy at heart and see again That Form of Mine [previously seen before the terrifying Form]. ","“MA te vyathA” – do not fear any more. “MA cha vimooDhabhAvah” [do not be confused] – and you no longer need to go about being under the powers of lust, anger, serenity, perseverance and such. (Losing one’s sensibilities and taking recourse in lust, anger, delusion, discrimination/discernment, detachment and any such vrittis [operations] is “vimudhatva” [confusion].) So, do you see how it is to see My intense (allconsuming) Form? Now, see that Form [from before] – that four-armed Form holding conch-shell, discus, mace/club and lotus. What you desired to see – now see it. "
